text,label
[THY] arkadaş 100de 2ye sevinenler varya gıçı mk lu hisseler bile 100de6 .7 yaptı buneyin kafası ytd,Genel Bilgi/Durum
[THY] maliyete geldiği an kaçacam düşün artık ne hallere düştük yeterki yeşil olsun,Alım-Satım Niyeti
[THY] Hisse 3 yıldır yükselmeyecek ve 4 AYDIR da Sadece düşecek 10 gün içinde DİP yapmış fiyatı olacak,Genel Bilgi/Durum
[THY] Begenmedikleri Pegasus 1000 Tl yi gördü bölündü 206 dan 287 yi gördü hesap Et THY nin fiyat olarak 4 katına çıktı,Genel Bilgi/Durum
[THY] Tam 6 Yılımı geçirdim ben bu hissede kazandım diye Övmem 3 yıldır Övülecek hiçbir doğru hareketi yok,Genel Bilgi/Durum
[THY] ROBOT Sen makineni Yorma fazla kimse benim yazdığımla Hissesini Satmaz Zaten SATMASINDA,Genel Bilgi/Durum
[THY] Bu hisseyi alan arkadas pd dd fiyatına bakıyormu acaba neye gore alıyorsunuz 2 ustu pahalı dir,Genel Bilgi/Durum
[THY] Bugün tekrar Thy aldım 2026 Ocak 2 tam 1 milyonluk aldım 271 den bugün tam 9500tl kazandım... hedefim 350,Alım-Satım Niyeti
[THY] pd dd değeri düşük en guzel hisselerden biri bende simdi farkına vardım iskontolu resmen,Genel Bilgi/Durum
[THY] Doğru Olan Dürüst olan Kendi geleceğini Eşinin Geleceğini Çocuk çoluğunun Geleceğini düşünen Tüm Dostlara Selam olsun,Genel Bilgi/Durum
[THY] Uçak kalktı bakalım ne zamana kadar uçacak.,Piyasa Trend/Tahmin
[THY] Bak ROBOT ben artık bahanelerden yoruldum Ocak Ayında bir Ton pozitif gelişme var diye yazdım,Genel Bilgi/Durum
[THY] Önemli bir direncin çok üstünde kapanış yaptı diye seviniyorum ben. Hem de kısa vadeli ortalamaları birbirine yaklaştırıyor,Genel Bilgi/Durum
[THY] Top çeviriyorlar. Mal kaptıranlara bye bye mı yoksa gel gel yaparak tuzak mı kuruyorlar sizce ?,Piyasa Trend/Tahmin
[THY] he 3 senedir gel gel yapıyolar.,Genel Bilgi/Durum
[THY] Bende Mesajları görünce Zannettim hisse 281 üstüne attı diye düşündüm halbuki fiyata bak,Genel Bilgi/Durum
[THY] endeks 2.10 giderken thy 2.14 gitti diye bayram mı edicez şimdi. endeks 1 gidee bu 0.5 düşer,Genel Bilgi/Durum
[THY] müdürler yiye yiye bitirdi koca sirketi 1 senedir eksi,Genel Bilgi/Durum
"[THY] Daha bu birşey değil 11,500 bi kırılsın endekste bekle gör Nereye gidiyor hepsi hazır",Piyasa Trend/Tahmin
"[THY] Halen Fiyat yazıyor yaa endeks 11,500 halen hissenin fiyatına bak diyor Yavv",Genel Bilgi/Durum
"[THY] Amma dert olmuş bazılarına. Seans sırasında en yüksek 274 görmüştü ve karanlıkta 274,25 hörüp kapadı.",Genel Bilgi/Durum
[THY] haftalıkta düşüşte olan bir hisse 312 üstü iki kapanış görmeden alınmaz ytd,Piyasa Trend/Tahmin
[THY] Her düşüşün bir de çıkışı var,Genel Bilgi/Durum
[THY] sen o düşüşü dipte yakalamaya çalışırsan 280 ler den bir döner 6 ay uğraşırsın trade yapıyorsan alabilirsin,Piyasa Trend/Tahmin
[THY] 282 görüp aşağı salmış bir hisse . çıksın çıksın :),Genel Bilgi/Durum
[THY] 280 üzeri kapatmadigi sürece almam nokta,Piyasa Trend/Tahmin
[THY] gördü kapanış öncesi karanlıkta gördü ve kapanış . Demek ki anlayan anlayan kademelerin ne olduğunu,Genel Bilgi/Durum
"[THY] Karanlıkta 274,25 gördü yani. Sean sırasında sadece 274 görmüştü.",Genel Bilgi/Durum
[THY] Zafer dün aldım bugun mu satayım yarın mı :(),Alım-Satım Niyeti
[THY] Ptesi enflasyon 0.7 gelir kağıtları önce yukarı kaldırıp gelene saplar lar ken saplarsın... enflasyon beklentisini cuma aldı ptesi benlenti satılır,Risk ve Haber Analizi
[THY] Bofa geldi bugun bofa tutmuyor fazla ama şanşıma bi ufak ralli yaptırırsa yeter :(),Risk ve Haber Analizi
[THY] bofa mal aldırmadan hisseyi yükseltiyor pazartesi salı satar her hafta aynı numara,Piyasa Trend/Tahmin
[THY] bofa indiyor kaldırıyor işte oyun oynuyor 1 tl ukarı 2 tl aşşa :)),Genel Bilgi/Durum
"[THY] te 274,25 bu arada:))",Genel Bilgi/Durum
[THY] Yarına gerek yok ky bile tretci olmuş bakarsın eksi kapattir,Piyasa Trend/Tahmin
[THY] Yarın düşer mi ?,Piyasa Trend/Tahmin
[THY] 273.5'de ky güzel silkelendi temiz mala çöktü aracı kurumlar.,Genel Bilgi/Durum
[THY] 300 üstü görmeden tek hisse alınmaz ytd,Hedef Fiyat Sorgulama
[THY] 283 sonrası gibi,Hedef Fiyat Sorgulama
[THY] kimse kusura bakmasında malla bekleyenler aylardır demediklerini bırakmıyor. 1 gün ufaktan arttı diye hemen coşuyorsunuz.,Genel Bilgi/Durum
[THY] 3 yıldır kar yok para yok ama hep mutlular )))))))))))))))))))))))))),Genel Bilgi/Durum
[THY] 3yıldır millet malsız kaldı :))),Genel Bilgi/Durum
"[THY] Günlükte 276,75 i fiyatlıyordu bugün:))) 272,75 ve üstü her kapanış bugün çok kıymetli.",Genel Bilgi/Durum
[THY] 274'ü gördü.,Genel Bilgi/Durum
[THY] Türkiye'nin altın yumurtlayan kağıdının haline bak iki yıldır hareket yok nerdeyse,Genel Bilgi/Durum
[THY] Benim yararlanacagim yer yetmis altı dan aşağı değil,Hedef Fiyat Sorgulama
[THY] Burda dönen tezgâhı ancak yabancı yatırımcı dağıtır oda nezaman gelirse artık...,Genel Bilgi/Durum
[THY] bofaya bak sen bofaya,Genel Bilgi/Durum
[THY] Şu endeks te alış on de alıcı önde duruma bak,Genel Bilgi/Durum
[THY] çok dar alana sıkıştı al sat marjı vermiyor,Genel Bilgi/Durum
[THY] Her gün iki üç milyon topla fazladan kimseye görünmeden kredi yok bekleyeceğim,Genel Bilgi/Durum
"[THY] alinalr 2 milyon adet önde ,buna rağmen hali ortada ,acayip bir işçilik yapıyor",Genel Bilgi/Durum
[THY] haftaya o şımaran bankaları görücez basıcam tokadı,Piyasa Trend/Tahmin
[THY] Satış a değil dört yüz dört milyon koysan hine almaya devam,Alım-Satım Niyeti
[THY] Bankalar show yapıyor değil diğer bist 30 özellikle senkronize bu durumla.,Risk ve Haber Analizi
[THY] 5 günlük 21 altına düşüyordu olacaktı. Şu anda bu durum ortadan kalktı.,Genel Bilgi/Durum
[THY] Burda sadece eflasyona yenilirsin iki kademede trend yapılıyor zarar olmaz,Genel Bilgi/Durum
[THY] bankalar show yapıyor,Genel Bilgi/Durum
[THY] Bugün bankaları yükselte yükselte alıp ptesi sabahı 10.00 da muhtemel 0.7aralık enflasyonu ile yapılacak... servis ederler bence.,Risk ve Haber Analizi
[THY] Bütün portföy buraya tasıdım sayılır satacağım her hisseyi buraya taşımaya devam,Alım-Satım Niyeti
[THY] Şirket para kazanır faize yatırır. Biz para kazanır şirkete yatırırız.,Genel Bilgi/Durum
[THY] Çin e vize kalkmış hisse tavan olur diyenler vardi,Risk ve Haber Analizi
[THY] 1.30 primli mi gelde gülme 4 aydır Endeks sadece yukarı çıkıyor THY Sadece düşüyor,Genel Bilgi/Durum
[THY] Gmrdüğü en yüksek fiyattan hisse alan sellekse buna ben veya başkası bir şey yapamaz.,Genel Bilgi/Durum
[THY] millet 340 dan almış dünya kadar zarar yazmış morali bozuk,Genel Bilgi/Durum
[THY] bu hisse 3 Senedir yükselmedi Anla SOK KAFANA Sadece Al Sat için insanların Parası Erisin diye yukarı aşağı yaptı,Genel Bilgi/Durum
"[THY] Bak hisse günlükte %1,30 primli.",Genel Bilgi/Durum
[THY] trend tekrar kısada yükselişe dönmeye caşılırsa özellikle 5-8-13 günlk arasında bir gelişme olursa daha yoğun olmak üzere,Piyasa Trend/Tahmin
"[THY] 2028 gibi yükseliş bekliyorum,2027 gibi daha net bilgiler vereceğim.",Piyasa Trend/Tahmin
"[THY] Bu hissede yükseliş olmayacak,uzun vade surundurecejk.",Piyasa Trend/Tahmin
[THY] Ben günlükte olanı yorumluyorum. Sana ve deiğrelerine trend kısada düşüşe girecek diye uyaran da benim.,Piyasa Trend/Tahmin
"[THY] Evet ne demiştik.önce çöp edecekele demistik,ne dediysek o.",Genel Bilgi/Durum
[THY] bankalar yüzünden uçaklar bugün tam kalkış yapamadı mlsf.,Risk ve Haber Analizi
[THY] Terbiyesi Olan insan halen bu hissedeki olan durumu Övmez,Genel Bilgi/Durum
[THY] hisseyi pazarlamak icin cook canlar yaktın yazik gunah 3 senedir insanlar burda soyuldu,Genel Bilgi/Durum
[THY] tav 309 oldu bu hala 270lerde sürünüyor,Genel Bilgi/Durum
[THY] İşte durumu gören görüyor Sessiz kalan Dilsiz Şeytanlar Var,Genel Bilgi/Durum
[THY] süründürmeye devam. el çek artık suyu çıktı,Genel Bilgi/Durum
[THY] TEK KABUL etmediğim Kabul etmediğim vede O yorumu görünce dayanamadığım TEK YORUM bu HİSSEYİ ÖVEN,Genel Bilgi/Durum
[THY] Açıklıyoruz anlamını 27 nedir şimdiki anlamı ne geçmiş düşüşteki anlamı ne.,Genel Bilgi/Durum
[THY] Son iki senedir para kazandırmıyor bu hisse günlük al sat yapmadığınız sürece. 272 olunca sevinenler var anlıyamadım.,Genel Bilgi/Durum
[THY] Bu pislik 2026 yılını da 272 ile kapatırsa şaşırmayın gerçi thyao yatırımcısı alışkın sesi çıkmaz,Piyasa Trend/Tahmin
[THY] büyük paralarla girersen iyi para kazandırır gene hem küçük yatırımcıyı kaçırmadan .. bofa hergün 50 100 nilyon kazanıyor böyle,Risk ve Haber Analizi
[THY] Yabanci yatırımcı bekliyorlar ekonomisi bitmiş fabrikalar sıra ile iflas ediyor borsa çökmüş dolar 3 senedir baskı altında,Risk ve Haber Analizi
[THY] O güvenmez dediğin yatırımcılar güvenip paralarını TL’ye çevirip yüksek faizli Türk tahvillerini alıyorlar ama. Yatırımcı kazanacağı paraya bakar.,Risk ve Haber Analizi
[THY] Ben borsa dan bahs ettim faizler düşünce onlarda çekip gider merak etme onunla övünüyor san eğer,Genel Bilgi/Durum
"[THY] Hem günlükte çalıştığı şeye dair hem de geçmişe dönük durumla nedeniyle iyi bir şey yapmış olacak hem de. Kapanış 272,75 altına düşmezse.",Genel Bilgi/Durum
"[THY] Ancak şunu da söylemek gerek. 272 2 gündür çalıştığı şeyle ilgili ve bu seviyede kapanış normal. 272,75 ise arka planda çalışmaya başladığı yeni durumla ilgili",Genel Bilgi/Durum
"[THY] Dombili 272,75 altına düşmeden kapansa süper bir iş yapmış olacak aslında. 31 Aralıkta yapabilecekken yapmadığı durumu da telafi etmiş gibi olur",Piyasa Trend/Tahmin
[THY] bıst 100 gapden uzaklaşmaya çalışıyor,Genel Bilgi/Durum
[THY] çok değil ya bıst100 de sadece %4 lük bir düşüş istiyorum o kadarcık,Piyasa Trend/Tahmin
[THY] Merak etmeyin hissenin fiyatı 272 ve üstünde Günü kapatırsa O Pazarlamacı gelir yoruma Grafiğe uymuş oluyor,Piyasa Trend/Tahmin
[THY] bunlar gözü neden hep aşağıda pega ve bunun bizi mart ayına kadar bekleyecekler galiba ytd,Piyasa Trend/Tahmin
[THY] Bi yürüse 400 e gidecekte gözü aşağıda hala,Piyasa Trend/Tahmin
[THY] Vallaha enteresan iki üç kademe gittikten sonra hemen birileri devreye girip anında geri basıyor maalesef oyun büyük kirli eller,Genel Bilgi/Durum
[THY] Her zamanki gibi robota bağlamışlar. +-0.25 gidip geliyor. Aldığıma pişman olduğum başka bir hisse olmadı.,Genel Bilgi/Durum
[THY] baskılarlar tabi hisse bşraz çıksa 300 görse hemen satıp parasını alıp gşdecek binlerce yatırımcı var,Genel Bilgi/Durum
[THY] Sen bide sasayı gör :)al bak thy nasıl mumla arıyorsun,Genel Bilgi/Durum
[THY] bankacılık endeksini grafik üzerinden saatlik takip etmek gerekiyor vadelide long açan da shortlatyan da yürek yemiş,Risk ve Haber Analizi
[THY] faizlerin düşmesi borsanın çıkmasına potansiyel ise faziler tirmanirken 7 binde olan borsa faiz zirvede iken nasıl 12 bin oldu,Risk ve Haber Analizi
[THY] faiz falan gikan değil gatırımcı borsadan kaaçtı artık silkeleenmekten bıktı altın döviz faiz daha manntıklı geliyor,Genel Bilgi/Durum
[THY] 12 bin olana kadar ucyil geçti birde borsada bankalarda var onlar olmasaydı zaten endexin 12 bine gelmesi imkansızdı,Genel Bilgi/Durum
[THY] Endeks mühendisliği ile gördüğüm %300 yapmış aselsan ve bankaları çıkar endeks ençok 8binde %40ı ilüzyon,Risk ve Haber Analizi
[THY] banklara shorta longda açmak yürek ister şu an,Risk ve Haber Analizi
[THY] aracı kurumlar thyde hedef fiyatları düşürüyor bence bu çok iyi bir gelişme,Risk ve Haber Analizi
[THY] hedef fiyat 210 veren var mı takip edemedim,Hedef Fiyat Sorgulama
[THY] Enfilasyin haftaya aciklanacak oradan düşük gelecek te borsa onu mu fiyatliyor acaba ?,Risk ve Haber Analizi
[THY] önemli olan açıklandıktan sonrası fiyatladık yeter derlerse,Genel Bilgi/Durum
[THY] Yabancıya borsayı iskontolu gösterebilmek ve mb nın döviz rezervlerini rekor seviyelere yükseltmek için hisseleri dar bir fiyat aralığında tutuyorlar,Risk ve Haber Analizi
[THY] THY; 100 MİLYAR TL 'lik yatırım ile dünyanın en büyük Kargo terminalini,Risk ve Haber Analizi
[THY] ve uçak içi ikram tesisini kutacagını açokladı. Bu yatırımlarla 26 000 kişiye istihda. saglayacak.,Risk ve Haber Analizi
[THY] Borsa önceden ileriyi fiyatlardi faizlerin 2026 da kademeli düşeceği söylendi... normalde yukarı doğru gitmesi lazımdı,Risk ve Haber Analizi
[THY] Faizler düştü ve düşmeye Devam edecek Eflasyon düştü düşmeye devam edecek bir ton pozitif gelişme var Not artırımı Var,Risk ve Haber Analizi
[THY] Ozaman tek bir açıklaması kaldı bu hisseye eli güçlü art niyetlilerin başkalarına çıkar menfaat sağlama gayreti oldukları,Genel Bilgi/Durum
[THY] bankacılık endeksi 10. kez direnç kırmayı deniyor hatta 11 bile,Genel Bilgi/Durum
[THY] fiyat dipte ağlamanın zırlamanın alemi yok tek sıkıntı vat borsada 11015 de ve thyde 251 de gap var,Risk ve Haber Analizi
[THY] Bankalar yüzde 3 yaptı 3 senedir faiz düşüşe bile bankalar yürüyor ayıp yaa ayıp,Genel Bilgi/Durum
[THY] İki yıldır 25 kuruşla git gel yapıp hissenin içine eden kurumlar nasıl bir mühendislik icat ettiler,Genel Bilgi/Durum
[THY] haftalık grafik bakın... 342 geçilirse 390 var ama çok sağlam gitmesi lazım kısada 354 orta vadede 390 var 6 aylık bir süreçte,Hedef Fiyat Sorgulama
[THY] bu süreçte 2 -3 tane düzeltme olur,Piyasa Trend/Tahmin
[THY] vadeli tarafa bakın vıop30 a bıst100 e yönü orası verir her zaman,Genel Bilgi/Durum
[THY] Viop30 zaten Rallide peki bu HIRSIZ hisse Nerde,Genel Bilgi/Durum
[THY] Çalma çırpma soygun peşinde 3 senedir yaptığı ne oldu başka,Genel Bilgi/Durum
[THY] İnsanlarla Dalga geçen Şirket Dalga geçen Kurumlar tahtacı piyasa yapıcı halen aynı Oyun,Genel Bilgi/Durum
[THY] şimdi pazartesi 5 ocak enflasyon açıklanacak... piyasa ben bu enflasyonu beğenmedim zaten bankalarda önden fiyatladı deyip borsaya yine bir düzeltmemi gelecek,Risk ve Haber Analizi
[THY] şimdi borsayı çok değil yarım puan aşağı bassalar thy ne olur acaba,Piyasa Trend/Tahmin
[THY] saat 17:30dan sonra ki hareketler önemli borsa için söylüyorum,Genel Bilgi/Durum
[THY] Kafanı yorma bir yol olmaz hirgizlar profesyonel çalışıyor ayar verirler,Genel Bilgi/Durum
[THY] Ne sabır varmış millete bee valla helal olsun anlamdım yahu taş olsa erir biterdi,Genel Bilgi/Durum
[THY] Endeks yükselmese bari ki şuan yükseliyor. Bu tam tersi düşecek. Dengesiz çok Dengesiz,Piyasa Trend/Tahmin
[THY] şu bankalardaki şımarıklığı görüyor musunuz çok şımardı bunlar,Genel Bilgi/Durum
[THY] yok kanka artık 354 e hazırlıklar başladı gap vardı kapatsaydı %100 dönüş tamam başladı diyecektik,Hedef Fiyat Sorgulama
[THY] Onlarda düşüyor evet. Hiç olmazsa yerine geliyor. Sen ve pegasus ne biçim bir şeymiştiniz ya.,Genel Bilgi/Durum
"[THY] Froto, Tcell, sahol hisselerine bakta utan Türkiye'nin en büyük havayolu şirketi.",Genel Bilgi/Durum
[THY] Made 1 açılısta artı aç baktın yeterince ky gelmiyor 1 2 daha git ky geldimi yavaş yavaş aşağı çek,Genel Bilgi/Durum
[THY] Spek hisse 250-250 salmaya başladı. Akşama kadar nötr kapatır artık.Ytd.,Genel Bilgi/Durum
[THY] bofa zaten satış tarafında yahu.,Genel Bilgi/Durum
[THY] 360 k satışta bofa. gün sonuna doğru alıma geçerse belki çıkar kağıt.,Piyasa Trend/Tahmin
[THY] Evet Bofa birazdan hadi çocuklar bugün ki eğlence buraya kadar değip inşallah satış tarafına geçmez :),Piyasa Trend/Tahmin
"[THY] Bilmeyenler için THYAO hissemiz jeopolitik risklerden en çok etkilenen şirkettir. Savaştan, virüse, Ekonomiden, Turizme, Terörden, Operasyonlara.",Risk ve Haber Analizi
[THY] Peki hangisi var şu anda hiç bjri yok şuna hjrgiz soygun vurgun peşinde deyin yapmayın,Genel Bilgi/Durum
[THY] Piyasada zarar etmek satmakla gerçekleşir. Satmadıkça zarar etmezsiniz.,Genel Bilgi/Durum
[THY] Peki ben 2 senedir satmadım bekliyorum param pul oldu çöp oldu ben kâr etmiş oluyorum o zaman,Genel Bilgi/Durum
"[THY] 271,75 üzerinde kalıcılık olmazsa zikzak çizecektir. 271,75 üzerinde kalıcılık sağladıkça ilk adım. 279 ve 280 bölgesine yerleşecek.",Hedef Fiyat Sorgulama
[THY] 270 271 arasi gidip geliyor Bakalim kapanista ne görecegiz,Genel Bilgi/Durum
[THY] Kapanış 268,Piyasa Trend/Tahmin
[THY] Yeterli miktar ve en ucuzundan seviyeden shortlar açılsın yellenen mallar saplanabilsin diye endeks destekli tüm lağımistanbulda tahtacıların mal saplamalarını bekliyoruz,Genel Bilgi/Durum
[THY] THY TWİTTER HESABINDAN YENİ PAYLAŞIM YAPTI: 100 milyar TL’lik yatırımla dünyanın en büyük kargo terminalini,Risk ve Haber Analizi
[THY] Şirket sürekli büyüyor.surekli yatırım hamlesi geliyor.sabirli olan ekmek yer.,Genel Bilgi/Durum
[THY] ben sürekli büyüdüklerini görmüyorum siz hangi siteden bakıyorsunuz ?,Genel Bilgi/Durum
[THY] thyaosuz borsa olmaz ucak havalanirsa borsa da uçacak,Genel Bilgi/Durum
[THY] Bu havalanma ne zaman olacak mesela 2030 felan olurmu sizce,Hedef Fiyat Sorgulama
[THY] Yönetim kaynakları kötü yönetiyor.Cebe maaş pirim adı altında !,Genel Bilgi/Durum
[THY] artık zaman daralıyoooooooooooooooooooooooooooooooooooooooooor,Piyasa Trend/Tahmin
[THY] bazı ana hisseler diplere yakın... 5 ocak enflasyon açıklanacak 23 ocakda kredi not açıklanacak,Risk ve Haber Analizi
[THY] Doğru Olan Şu Eğer Utanıp artık Yeter derlerse Ana hisselerle Endeksi yukarı patlatmaları lazım,Piyasa Trend/Tahmin
[THY] benim guru görüşüm endeks çok çıktı akşam böle kapatmaz o yüzden 800 k malı burdan verdiöm,Alım-Satım Niyeti
[THY] Şuanda tikeltip olası uien ucuz fiyattan şort açacak olabilirler am sonda senin benim gibi ky satarsa açmaz devam ederler.,Genel Bilgi/Durum
"[THY] önce 278,5 daha sonra 283,5 TL kırılmazsa sürünmeye devam ederiz gibi duruyor",Hedef Fiyat Sorgulama
[THY] Şu kağıt bu hareketi başka ülke de yapsa idi yer yerinden oynardı bjze bak nerde ise yatirmci suçlu,Genel Bilgi/Durum
[THY] thynin 3 ayda yapacağı hareketi sasa 3 saatte yapar sasa geliyor,Genel Bilgi/Durum
[THY] ben bofa olsam 11400 üstünde değil thyyi borsayı bile basardım aşağı komple,Piyasa Trend/Tahmin
[THY] sasa %5 yazdı artık bilemicem thyao neyin peşinde ise 155 tl de gap boşluğu duruyor,Hedef Fiyat Sorgulama
[THY] Thy tek peşinde olduğu şey Oyalama insanların Parasını Eritme,Genel Bilgi/Durum
[THY] Evet senin derdin ne 155 mi olsun yani,Genel Bilgi/Durum
[THY] boşverinde onu bıst100 11412 falan buralardan %1 e yakın bir satış gelse güzel olmaz mı,Piyasa Trend/Tahmin
[THY] direncten döner yine. verdim valla sasa ile devam edicem.,Alım-Satım Niyeti
"[THY] fiyata bak fiyata bu 272 Ney biliyor musun bu fiyatın açıklaması ben insanları 2023 yılının Temmuz,un ilk haftası 271 Tl den Satan Emre’nin 2,5 yıl sonraki fiyatı",Genel Bilgi/Durum
[THY] Duygusal zekası herkesin aynı olmaz. Bendeki yüksek. Kusura bakmayın radar gibiyim.,Genel Bilgi/Durum
[THY] günlükte az bile primlenme olsa 5 ve 8 günlük ortalamalar arasındaki fark azalacak ve tekrar bir döngüye girmeye çalışacak.,Genel Bilgi/Durum
"[THY] Neymiş 272,75 görmüş müş Ulan görende 550 Tl yi gördü zanneder Ahlaksızlar",Genel Bilgi/Durum
[THY] Bofa 2026 yılının ilk gününde bizi sevince boğuyor ama pazartesi ne yapar onu kestiremiyorum :),Piyasa Trend/Tahmin
[THY] Bu kağıt üzerinde halan analiz yapmaya çalışanlar var... 3 senedir hangi analiz hangi yorum veya yorumcu bildi,Genel Bilgi/Durum
[THY] 3 yıldır zarar ettiren dolar bazında yerinde sayan hisseye bir de anlık bakıyorlar 3 yılın enflasyon maliyetini bile yapmıyor,Genel Bilgi/Durum
[THY] İnşallah 300 ü aşar 2 haftaya,Piyasa Trend/Tahmin
[THY] bu Ay bir Ton Pozitif gelişme var anla artık anla ben kimsenin Zarar etmesini istemem illaki çıkacak,Risk ve Haber Analizi
[THY] Bofa ile ak bi salsa uçucak ama sağolsun spk şunlara bi ceza vermiyor,Genel Bilgi/Durum
[THY] Benim sasam. Üstelik gırtlağa kadar kredili,Alım-Satım Niyeti
[THY] Benim pgssum. Bokyolları +1.5 ben +3.5 tabi kredinin de katkısı ile muhakkak.,Alım-Satım Niyeti
[THY] 3 YILDIR insanların Parasını Eritmiş batırmış Zarar ettirmiş Oyalamış bi HİSSE THY,Genel Bilgi/Durum
[THY] kıyısına kadar gelmişsin şu gapi kapat ne olacak yani,Piyasa Trend/Tahmin
[THY] saat 12den sonra aşağı bassalardı iyi olurdu,Piyasa Trend/Tahmin
[THY] Ocak yani Bu ayda Okadar pozitif gelişme Varki şuan vede ay Sonuna kadar fiyatın Nerde olması gerektiğini herkez biliyor,Piyasa Trend/Tahmin
[THY] Aracı kurum dediklerin insanları kandıran Onlar oldu Her Yıl Hedef fiyatı Verdiler ama ilk Satan Onlar oldu,Genel Bilgi/Durum
[THY] Vade sonu da bittiğine göre yolumuza bakabiliriz Enflasyon verisiyle beraber,Risk ve Haber Analizi
[THY] Yılı kapattığı Rakamın hiçbir karşılığı yok yok yok,Genel Bilgi/Durum
[THY] BU GAPLER KAPANMAYACAK MI ACABA,Hedef Fiyat Sorgulama
[THY] 100 tl olmadan alınmaz,Hedef Fiyat Sorgulama
[THY] endex 15 bin olsaki neolur tahtacılar pc olduktan sonra,Genel Bilgi/Durum
[THY] 286 üstünde kapanışlar görmeden 300 bile görünürde yok. 286 ya kadar da bir sürü direnç var.,Hedef Fiyat Sorgulama
[THY] eninde sonunda verecek O beklediğim zamanı,Alım-Satım Niyeti
"[THY] Pegasusu 195,85 den aldım 215,30 dan verdim adam akıllı KAR verdi uyardım düşecek diye",Alım-Satım Niyeti
[THY] Sebepsiz yere hiçbir Negatif olumsuz haber yokken hiçbir sıkıntı yokken Sadece düşürdüler,Genel Bilgi/Durum
[THY] Hisse sürekli yukarı çıkacak diye sen aldıktan sonra sana garanti veren mi oldu? Senin sorumluluğun.,Genel Bilgi/Durum
[THY] 4 aydır alan bile birşey kazanmamış... Zirvesine gelecekte insanlar Hesap yapacak Acaba Zengin olduk mu diye,Genel Bilgi/Durum
"[THY] teknik analize göre 271,75 bandı önemli bir direnç olarak çalışmış... 271.75 ve 272 aşılırsa bizi 278 - 279 bölgelerine taşıyabilir.",Hedef Fiyat Sorgulama
[THY] 13 günlük ortalamasını 21 üstüne çıkartmaya çalışıyor... en kısa vadeli ortalamalar birbirine yaklaşmaya da çalışıyor.,Genel Bilgi/Durum
[THY] Ölü toprağı mı attılar üstüne havalanamıyorsun,Genel Bilgi/Durum
[THY] Piyasa şirketin borç yükünden korktuğu için yatırım yapmaktan çekiniyor.,Risk ve Haber Analizi
[THY] biz genede 210 da bekliyoruz olmazsa başka kağit a bakarız,Hedef Fiyat Sorgulama
