text,label
[EREGL] 500 sayfalık MTA raporu var. Kangal Alacahan için 2004 yılında MTA tarfından yayımlanmış. Satışta halen. Stokta da var. Erdemir'in yaptığı sondajlar o zaman da yapılmış. Ereğli ne dedi 1 yıl önce sahamızda altın madenine rastladık. O madenin orada olduğunu MTA yıllar önce tespit etmiş. Bu insanları aldatmak değil mi? Ha sunu diyebilirdi: o zaman işletmeye uygun olmayan rezerv bugün altın fiyatlarının artması nedeniyle uygun hale geldi.,Risk ve Haber Analizi
"[GUMUS] ...Meriç Köyatası dolarda korkunç beklentisini açıkladı !! Yıl sonunda enflasyonun yüzde 120'ye, dolar ise 29 TL'ye dayanır. dedi..",Risk ve Haber Analizi
"[KCHOL] YİNE KOÇ, YİNE HAYEL KIRIKLIĞI, YİNE BOŞA GEÇEN BİR GÜN DAHA...",Genel Bilgi/Durum
[EREGL] 2023 17 Şubat fiyat 23 TL bir buçuk ay sonra tam 3 sene olacak Evet Türk şirketlerine yatırım yapalım biz bunları düşünelim Onlar bizi düşünmesin 3 senedir %5 kazandırmamış ya nereye düştük kardeş Ne olacak böyle çıkamıyoruz da paramız hiç oldu bir ümit de çıkacak diye bekliyoruz bir 3 sene daha mı bekleyeceğiz,Hedef Fiyat Sorgulama
[GUMUS] Gümüş 110 u görür mü ne dersiniz ona göre alım yapalım,Hedef Fiyat Sorgulama
[THY] Boş yapma hadi Yeni Yıl Rallisi başladı Endekste bakalım bizim dünyanın Sayılı hava Yolu ve TÜRKİYE nin Gururu Thy miz Napcak,Alım-Satım Niyeti
"[AKBNK] Katarlılar alıyor, İngilizler satıyor. Bakalım kim kazanacak?",Alım-Satım Niyeti
[KCHOL] Yapı Kredi Bankasını yada başka büyük bir şirketini yabancilara satıyorum deyinde hisse uçuşa geçsin.bizde zararımızi çıkaralım. Satın bir sürü büyük şirketiniz var.satin bazılarını kasaya para girsin hissede yükselsin.,Alım-Satım Niyeti
[KCHOL] Ben beğendim yazını bu hisseye al sat yapayım diye dün aldım endeks tepki verdi bu nötr 169 a gelmeden çok ciddi satış yiyor. Bugün yarın komisyonu çıkarayım satacağım malesef. Ben beğenmedim bu hisseyi çok oyalar gibime geliyor yatırımcısını.,Hedef Fiyat Sorgulama
[KCHOL] piyasa çok sığ yabancı olmadığından bist 30 hisseler anlamlı yükselişler olmuyor sadece endeks mühendisliğinde aselsenı devreye sokuyorlar yabancı gelmeden anlamlı yükselecek olan lotu az olan yan kağıtlar olur.,Piyasa Trend/Tahmin
[GUMUS] gümüşü hangi siteden alıp saklaya bilirim en güvenli,Genel Bilgi/Durum
[EREGL] Eregli demir celige ait Sivastaki arazide altin madenin alt katmanlarinda gumus madenide bulunmuş...Olsa..Aktin bulundu haberinden sonra hisse 29 dan 24 e düştü.. yok artık..,Hedef Fiyat Sorgulama
[GUMUS] 190 ne alaka gramı 6.1 tl ??,Hedef Fiyat Sorgulama
"[GUMUS] Altın ve gümüşe hücum..!.....Rusya-Ukrayna gerilimi piyasalarda risk iştahını azaltırken, değerli metallere ilgi arttı. Yatırımcıların hisse senedi veya kriptopara gibi nispeten daha riskli varlıklardan çıkıp değerli metallere yönelmesiyle ons altın ve gümüş toparlayarak yukarı yönde hareket ediyor. ABD dolar endeksinin bir süredir dar bir aralıkta gidip gelmesi de değerli metalleri dolar karşısında değerlendiriyor. (borsagündem)",Risk ve Haber Analizi
[EREGL] ben bugün dayanamadım 24 altında potayı doldurdum,Hedef Fiyat Sorgulama
"[THY] 1,5 milyar Çinli Thy bileti Alsa",Genel Bilgi/Durum
"[KCHOL] 5 işlem gününde hissede kayıp %-9 civarı. Yılbaşı rallisi dedikleri bumu? Gavurın evine noel baba hediye ile giriyor, bizim ülkede noel baba direk bize giriyor....",Piyasa Trend/Tahmin
[THY] her isteyen çinlinin internetten başvurup kafadan 30 gün aldıgını sonra isterse burda uzatabildigini daha bilmiyorsun. gelmiş burda vizyondan bahsediyorsun. sende az vizyon beyin olsa her çinli istedigi gibi girebilirken biz niye onların ülkesine rahatça giremiyoruz diye sorardın. bir ülkeye vize kaldırmayı diplomatik başarı sanıyorsunuz. sonra da burda vizyondan bahsdiyorsunuz,Risk ve Haber Analizi
[USDTRY] ve kamu kurulusu maaslarinı kim oduyor ??,Genel Bilgi/Durum
[KCHOL] Kcholl bofa üzerinden satış yapıyor,Genel Bilgi/Durum
[BIST100] ne yükselmesi hisseler 2 felan yükseldi bence bu hafta yön yukarı dediğinde olabilir ama bu ay 12000 ler geçilecek bence,Hedef Fiyat Sorgulama
[GARAN] DENİZ 350k---AK 208k YK 114k ALIŞTA BOFA 372k--- Global 140k --- Vakıf 92k SATIŞTA,Hedef Fiyat Sorgulama
"[USDTRY] sovukda zamlavı hissedmiyoğuz, zombiyi kökledim hmgo",Genel Bilgi/Durum
[ALTIN] merhaba arkadaşlar xau satış saati varmı yeni aldım bilmiyorum,Alım-Satım Niyeti
[AKBNK] KORAY CİM ÖYLE ŞEYLERE KAFA YORMA.. BEYNİN YANAR. ONLAR EKİPLER. KARŞILIKLI İŞLEM YAPIYO LAR KİMDE NE VAR BİLİYO LAR.. 100000 ÜSTÜ BÜTÜN LOTLARINI SAYIYO LAR. BOFA MOFA BUNLARI GEÇ. SEN 120 LİRADA MUMU HANGİ OTELDE. HANGİ ŞARAP LA. SÖNDÜRECEĞİNİ DÜŞÜN..,Genel Bilgi/Durum
[AKBNK] Bu formda hisse varacağı yere varmış hala daha gözü doymayanlar var bir bakmışsın yıl sonuna kadar 60 indirim işler Faiz kararını fiyatlı yor kaç gündür yeşil mum yakmış Beklenti gerçekleşmiş aklımızla oynamayın aklınız gider bu gün kapanis6 68 altı not alın yıl sonuna kadar 60 kadar cekeceler Bofa devreye satış için hızlı girecek bu gün 70.30 alanlara verdiler zaten ky eline,Piyasa Trend/Tahmin
"[THY] 2028 gibi yükseliş bekliyorum,2027 gibi daha net bilgiler vereceğim.",Piyasa Trend/Tahmin
[EREGL] Türkiye nin en büyük demir çelik fabrika sı ile milleti soydular resmen,Genel Bilgi/Durum
"[AKBNK] 1 haftada aldığımı daha fazlasıyla verdim. çıktım, sanırım faize yatıracağım. nerelere düşeceğini kestirsem çıkmazdım",Genel Bilgi/Durum
[KCHOL] hocam 2 sey var birincisi yabancın gelmesi için doların yükselmesi lazım dolar yükselmiyecek hükümet doların yükselmesini istemez o yuzden baskılıyacaklar bu sebeple yabancının alım yapacağı hisseleri daha assağa cekmek bu en mantıklısı ıkıncisi biraz üpotik aselsan altın gümüşun anlamsız yukselmesi acaba 2026 savas yılımı olacak diye düşünmüyor değil insan eğer buyuk bir savas olursa ne koc kalır nede thy ama şimdi birincisi bana daha makul geliyor,Hedef Fiyat Sorgulama
"[GUMUS] 2022 yılında Türkiye'de enflasyon % 52,6 olacak !!! Bank of America, yayımladığı araştırma raporunda Türkiye'de enflasyonun 2022 yılında ortalama yüzde 52,6 olacağını iddia etti. Banka kur korumalı TL mevduatının sürdürülebilir olmadığını belirtti. ..........",Risk ve Haber Analizi
"[GARAN] Ben bu kâğıttan şunu anladım Bofa ile inatlaşmayacaksın,Bofa 2 haftadır sürekli satıyordu bunu",Genel Bilgi/Durum
[KCHOL] Bu niye düşüyor ? bi sebebi olmalı değil mi ? Endeksten çok düşüyor.,Genel Bilgi/Durum
[GARAN] Yatırımcı dahi bulamayacak nadir hisselerden olucak bu garan günü geldiğinde.Şahsen maliyete gelince hepimiz kaçacağız.Faizle kıyaslayın bakın ülkenin en büyük bankasını kim kazanmış kim kaybetmiş.,Genel Bilgi/Durum
[AKBNK] Bütün nankörler burda.Zirvesini tazeleyen tek banka burası yine zırlıyorlar.Gidin garan işe bakın,Piyasa Trend/Tahmin
"[THY] Emre sabahtan beri laf ediyorsun da.. Bak hisse günlükte %1,30 primli. İlerleyen günlerde bu primlenme devam ederse SENİN MAAŞLI OLDUĞUN VE net olarak Ati vb ile burada sattırmaya çalıştığın da anlaşılmış olacak. Farkındasın bu durumun, değil mi?",Genel Bilgi/Durum
[KCHOL] Bofa satışta kapanışa doğru alır umrarım,Piyasa Trend/Tahmin
"[GUMUS] GRAM ALTIN 1000 TL ÜSTÜ OLACAK !!! Bursa Kuyumcular Odası Başkanı İsa Altıkardeş, YATIRIMCILARI ALTINA YÖNELMELERİNİ TAVSİYE ETTİ mart ayına kadar olan süreye işaret etti. TL bazında değerinin bin TL üzerinde hareket beklediklerini vurgulayan İsa Altıkardeş, yatırımcıları altına yönelmelerini tavsiye etti. (bursadabugün)",Hedef Fiyat Sorgulama
[THY] Bankalar show yapıyor değil diğer bist 30 özellikle senkronize bu durumla. Aksi olsaydı önceki kapanışla bugün endekste 5 günlük ortalama 13 günlük altına düşüyordu bugün aslında. Dolayısıyla bankaların başlattığı şeye dua edin. Show diye olayı basite indirmeyin. Bankalar her zaman aynadır.,Piyasa Trend/Tahmin
"[GUMUS] NATO savaşa hazır !! NATO Genel Sekreteri Jens Stoltenberg Gördüğümüz, Rusya’nın sürekli bir askeri yığılmasıdır. Tabii bu çok yakından takip ettiğimiz bir şey. Daha fazla asker, daha ağır teçhizat yerleştiriyorlar. Böylece askeri yığınak devam ediyor.",Risk ve Haber Analizi
[GARAN] Hafta sonu Suriye de birseyler olmazsa Pazartesi gününe kadar yükseliş olmasi lazim. Pazartesi sabah 0.70 civari bir enflasyon ile yükselis ivme kazanir. Asil düşük gelecek enflasyon Ocak ayinda olacak bu da piyasayi canli tutar. Suriye takip edilmeli operasyonun ilk günü nakiti olanlar icin alim firsati olur. Suriye de uzun soluklu bir olay olacağini düşünmüyorum. Öyle olursa ABD den gelecek adimlarla piyasa karişir Bahar kalkani zamanina döneriz. Şuan gelecek 2 günün keyfini cikarmak lazim.,Risk ve Haber Analizi
[GUMUS] GÜMÜŞ İÇİN DENİZ KULLANIYORUM AMA EN GÜZELİ BİST GİBİ GELİYOR BAN ARADA MAKAS FARKI DÜŞÜK İNCELEYİN TABİ KARAR SİZİN.,Risk ve Haber Analizi
"[EREGL] 24 bile olamıyor olaya bak endeks artı 0,30 ken eregli 23,96 idi endeks artı 1 oldu eregli 23,94 mecali yok tahtacının kıcağa gelmiş",Hedef Fiyat Sorgulama
[AKBNK] Aylık girafikde hala artı 9 u var yedirir mi balıma sana o artı 9 u ytd:)),Alım-Satım Niyeti
[GARAN] garanti bankasının şu an en az dip 160 olması lazım. baskılama var. amaç alttan toplamak.,Hedef Fiyat Sorgulama
[GUMUS] ABD Ukrayna'da Suriye tipi hibrit savaşla istikrarsızlık yaratıp Rusya'ya karşı cepheleşme istiyor,Risk ve Haber Analizi
[EREGL] bist 30 5 dk lık yeşilmum 12320 üstü olursa bir tane yola devam yoksa salar gibi y.t.d.,Hedef Fiyat Sorgulama
[GUMUS] Zelenskiy imzayı attı: Savaşın Ana Sebebi AB süreci başladı ....(haber3),Risk ve Haber Analizi
[THY] Bu kağıt üzerinde halan analiz yapmaya çalışanlar var yapmayın komik duruma düşürmeyin kendinizi birileri isterse çıkar yoksa düşer buna spk bile gücü yetmez hadi artık uyanın 3 senedir hangi analiz hangi yorum veya yorumcu bildi hepsi terz köşe oldu,Genel Bilgi/Durum
"[GARAN] Türkiye iştiraki olsa da yaramıycak gibi..geri alım aldığı kadar Bofa satıcaktır..144 üstü çıkamadı gitti..ne endex dinler oldu ne grafik,ne faiz indirimi ,ne teknik analiz,biraz çıkmaya çalışsa ertesi gün Bofa dan sert satış görüyor..nasıl bir hisse haline geldi anlamadım gitti..",Risk ve Haber Analizi
"[KCHOL] Biraz daha düşerse bu endeksde yancıları başlar bankasını satıyor diye haber çıkarmaya. yükseltip malı milletin eline verirler. 2 kere bunu yaptılar. çok oyalandı bu fiyatlarda, zamanı geldi yakında başlarlar sağda solda balon haberler",Risk ve Haber Analizi
[GARAN] Gerçekten çok ilginç burada bir oyun dönüyor artık kesin gibi. Özellikle de Akbank hariç diğer bankalarda. Şimdi günlük verilere baktım bank of dün 141 TL den aldığıni bugün 139 TL den geri vermiş.tabi eğer kendi malı ise bu da ancak iki gün sonra belli olur. Ama gerçekten insanın soğutturlar bunlar borsadann,Hedef Fiyat Sorgulama
"[GUMUS] 1 ons gümüşün TL cinsinden değeri oluyor.. Türkiyede de , almanyada da aynı fiyattır. Gümüş fiyatı ülkeden ülkeye değişmez",Genel Bilgi/Durum
[EREGL] Piyasamız ozaman gider paraşüt inişi var ve devam ediyor ekleme filan yapacaksanız altın alın vesselam sağlamoğlu bekleriz,Genel Bilgi/Durum
[EREGL] Bu ne lanet hisse ya sanki satmamızı bekliyor zararı yarıya indirsem yüzüne bakmıyacağım ancak zarar çoookkk,Genel Bilgi/Durum
[KCHOL] endeksin gidipte endeks hisselerinin gitmemesinin düşmesinin 2 nedeni var ya 2026 da savas cıkacak yada dolar yukselmiyeceği için yabancının talep edeceği hisseleri bilinçli düsürecekler,Hedef Fiyat Sorgulama
[GARAN] Eskiden bistte yabancı oranı çok yüksetti. Onlar noel tatiline gidince yilin son 2 haftasi in cin top oynardi. Yabanci orani şuan tarihin en düşük seviyesinde hatta yabanci bildiklerimizin bazilari da Türk.. Suriye tarafindan haber gelmezse son 2 hafta hareketli olacak. 5 Ocak'ta 0.50 alti bir enflasyon gelecek. Bütçe görüşmelerinden sonra enflasyon muhasebesi uygulanmayacak kararı da gelirse piyasa hizlanir. Bugünü bilmem ama gelecek haftadan itibaren yön yukari derim. Suriye de bizim bir hareket alanimiz kalmadi. A k p dış politikasi bizim elimizi kolumuzu bağladi. Orada bir operasyon beklemiyorum ama bir kaç noktaya psikolojik baski için müdahale olabilir. O da borsayi biraz etkileyebilir. Ama onun riskini almak lazim yukari gitme payimiz daha yüksek.,Risk ve Haber Analizi
"[EREGL] Avrupa'nın &quot;Sınırda Karbon Düzenlemesi&quot;ne (SKDM) uyum sağlamak için başlatılan bu süreç, şirketin küresel rekabet gücünü koruyacaktır: ​Yatırım Planı: Erdemir ve İsdemir, 2030 yılına kadar karbon emisyonlarını %25 azaltmak amacıyla toplam 3,2 milyar dolarlık bir yatırım bütçesi ayırmıştır. Sadece 2025 yılı için planlanan yeşil dönüşüm yatırım tutarı 825 milyon dolardır. ​Net Sıfır Hedefi: Şirket, 2030'da %25, 2040'ta %40 karbon azaltımı ve 2050 yılında &quot;Net Sıfır&quot; emisyona ulaşmayı taahhüt etmiştir. ​Enerji Yatırımları: Bu dönüşüm kapsamında toplam 1000 MW kapasiteli Güneş Enerji Santrali (GES) kurulumu da planlar dahilindedir.",Risk ve Haber Analizi
[AKBNK] Emir Yerlikaya tutar fiyatı bu satiş sonrası.,Genel Bilgi/Durum
[AKBNK] borsa haram bankalar haram faiz diye bir zıkkım var o HARAM uzak durun düşer paranızı yerler,Genel Bilgi/Durum
[KCHOL] çok ayıp sayın koç ..???,Genel Bilgi/Durum
[GUMUS] Tfx ten paramı fiziki olarak çekip hesabımı kapattıracağım inşallah tepki çok olurda çeki düzen verirler,Alım-Satım Niyeti
[THY] valla bilemiyorum yükselmesine yükselecek borsa ama bi geri çekilme olmadan gitmesi beni işkilllendirdi bu bofanın alımı hiç hoşuma gitmedi cıtı takaslarını takip etmek lazım,Alım-Satım Niyeti
[GARAN] Abd enflasyon beklentinin altinda geldi.,Risk ve Haber Analizi
[EREGL] yakında simitten ucuz hisse diye pazarlarlar artık,Genel Bilgi/Durum
[AKBNK] Yükselidi diye seviniyoruz aslında borsada ağlancak halimize 1 günde olsa güldük.Hisse daha gördüğü zirvesine bile gelemedi diğer özel bankalar 3 kere yeni zirve yaptı bu kadar zamandır. 100TL hedef fiyat veren kurumlar var .Olurda borsa bu yıl çoşarsa buda arada gider yabancı gelirse tabii yoksa işi zor,Hedef Fiyat Sorgulama
[GARAN] Adamlar Maduro'yu 3 saatte almişlar bile :) biz enflasyona bakalim salla.,Risk ve Haber Analizi
[KCHOL] Endex yeşil koç yine kırmızı ne olacak küçük yatırımcı,Genel Bilgi/Durum
[AKBNK] Daha önce şelale düşüşü yaptığı 4 taban yediği fiyatta hadi bakalın !,Piyasa Trend/Tahmin
"[KCHOL] geçen sene 6 lira civarı temettü vermiştin. bu sene de senden kallavi temettü bekliyoruz. bir kez de yatırım yapanı sevindir, satanı değil",Risk ve Haber Analizi
"[KCHOL] bir temettü verdi ,sonra perişan etti milelti. yıl oldu oe di yıl oldu ,",Risk ve Haber Analizi
[GARAN] Sadettin saran olayı var okan burukta işin içinde diyorlar eskort davası bile hisseyi etkiliyor ytd 😃,Genel Bilgi/Durum
[GARAN] Bugüne kadar okadar yatırım yaptım ama senin kadar bir hisseden yatırım aracından tiksinmedim beş para etmezsin böyle bir saçmalık görmedim,Genel Bilgi/Durum
"[GUMUS] Son Dakika :Rusya aralıksız bombalamaya roketlerle saldırmaya devam ediyor.....Ukrayna'nın Çerkassi şehrinde savaşın başından bu yana görülen en büyük patlama kaydedildi.....Kiev’in Kuzeyinde çekilen uydu fotoğrafında yaklaşık 5 KM’lik Rus askeri konvoyu görüldü. ......Avrupa Birliği, Ukrayna’ya savaş uçağı da sağlayacak. ...(odatv)",Risk ve Haber Analizi
"[GUMUS] İngiltere basınından, Putin nükleer butona basabilir.!.....Cayrıdıcı güçlerle ilgili talimat, nükleer savaş çıkıp çıkmayacağını gündeme getirdi.....BBC'nin Moskova Muhabiri Steve Rosenberg imzalı analizde, Bir itirafla başlayayım. Pek çok kez, 'Putin bunu asla yapmaz' diye düşündüm. Sonra gidip yapıyor. denildi. (dw)",Risk ve Haber Analizi
[KCHOL] Peki bu Arçelik hep mi zarar edecek? :),Genel Bilgi/Durum
"[GUMUS] Kripto Parayla 'Kolay Yoldan Zengin Olma' Hayalleri Yatırımcıları İntihara Nasıl Sürüklüyor ? Kripto paralar kısa sürede büyük meblağlar kazandırdığı için bir anda ilgi çekti fakat çok bahsedilmese de &quot;Ay'ın karanlık yüzü&quot; de bulunuyor. İçinden çıkılmaz bir kısır döngüye giren kişi, depresyona girerek çevresiyle, ailesiyle, işiyle sorunlar yaşıyor ve sonuç intihara kadar gidiyor.",Genel Bilgi/Durum
[AKBNK] oynuyorlar resmen ky le dunyanın en duzambaz borsalarından bırındeyız tokatcılarla dolu,Genel Bilgi/Durum
[GARAN] Alım satım paylaşım yapın ltf,Alım-Satım Niyeti
[AKBNK] Kırmızı yakacak birazdan Kaç günlerdir yatırımcıya gel gel yaptılar faiz kararı falan Beklenti gerçekleşti satış yiyecek şıkkı yıl kâr satışları gelecek,Piyasa Trend/Tahmin
