text,label
[GARAN] ulan bunu beklicez diye bi ton hisse kacirdim be,Genel Bilgi/Durum
[GARAN] araci kurumlarda komisyonlara zam yapiyor kurumlara calis,Genel Bilgi/Durum
"[GARAN] 144,20 yürür mü acaba ?",Hedef Fiyat Sorgulama
[GARAN] Vergi ve Harćlar da yeniden değerleme oranı kullanilmadi. %19 alti bir zam yapildi. Ocak enflasyonu için iyi oldu.,Risk ve Haber Analizi
[GARAN] bist senin kadar O Ç görmemiştir yapıkredi sen level atlamıssın 8ml alım satım yap 420k mal sat,Genel Bilgi/Durum
[GARAN] Ya nasıl uyuz bu yaaaa,Genel Bilgi/Durum
[GARAN] Her hisseye dadanan bir yapıkredi var ve hisseyi mahvediyor bofanın adeta yardakcılığını yapıyor,Genel Bilgi/Durum
[GARAN] 207 tl hedef vermişler ama düşüyor. Garip ytd,Hedef Fiyat Sorgulama
[GARAN] IZDIRAP......,Genel Bilgi/Durum
[GARAN] 144 üstüne bugün atması lazım. İnş. Ytd,Hedef Fiyat Sorgulama
[GARAN] Cuma ka pa nışa bakarsan gelecek hafta Xbank yerle bir olur dersin. Xbank dışında herkes yeri öptü.,Piyasa Trend/Tahmin
"[GARAN] İlginç bir gündü, borsada hisse senetleri haşat olurken bunu alıp tuttular.",Genel Bilgi/Durum
[GARAN] Bofa olmazsa borsada olmaz bu öğrendik,Genel Bilgi/Durum
[GARAN] İyi toparladı,Genel Bilgi/Durum
[GARAN] 142.20,Genel Bilgi/Durum
[GARAN] anlık 141.80,Genel Bilgi/Durum
[GARAN] Borsa iyice saçmaladı. Yok enflasyon falan filan... Tahtacı rahat bırakmazsa. Olmaz böyle yatırımcı kalmayacak...,Genel Bilgi/Durum
[GARAN] anlık 138.90,Genel Bilgi/Durum
[GARAN] 139.20,Genel Bilgi/Durum
[GARAN] 22 Ocak 2026 da MB toplantısı var... Bu durumda Aralık 0.50 civari enflasyon sonrasi 200 indirim gelecektir.,Risk ve Haber Analizi
[GARAN] Ben son düşüşte son nakite kadar 138 den ekleme da yaptım.,Alım-Satım Niyeti
[GARAN] Bu arada endexte çok sıkışma var. Eğer 11200 altı bir kapanış gelirse 11000 lere hatta 10800 e kadar geri çekilme olabilir.,Hedef Fiyat Sorgulama
[GARAN] Endeksin nereye gideceğine bankalar karar verecek. Şuan görüntü aşağı gideceği yönünde ama düşecek fazla bir zamanı bence yok.,Piyasa Trend/Tahmin
[GARAN] Valla öyle ince bir endex mühendisliği yapıyorlar ki özelliklede bofa endex yukarı inerken de çıkarkende ağırlığı olan diğer kağıtları supurebilirler.,Risk ve Haber Analizi
[GARAN] Eflayon ve kiralar almış başını gidiyor.,Genel Bilgi/Durum
[GARAN] Buradan alınırmı arkadaşları,Genel Bilgi/Durum
[GARAN] 0.50 enflasyon gelmesine 4 seans kaldı... Önce 0.50 enflasyon sonra 150-200 puanlik faiz indirimi var.,Risk ve Haber Analizi
[GARAN] Daha önceki yazılarında aklımda kalan şey 5 ocak seansında 154 görür demiştiniz halen lafınızın arkasindamisiniz,Hedef Fiyat Sorgulama
[GARAN] 5 Ocakta görmezse Ocak sonuna kalir. Şuanda görüntü negatif ama benim hala umudum var.,Piyasa Trend/Tahmin
[GARAN] rezil etti bizi aselsanı satıpta garanti alan aklıma yanayım hakettim ben bunu,Genel Bilgi/Durum
[GARAN] tiksindim resmen..kârı geçtim maliyetime gelse bari,Genel Bilgi/Durum
[GARAN] garsntinin yılda yüzde 10 kazandırması mükemmele yakın performans mı ?? amerika borsası haftada yüzde 18 kazandırmış..,Genel Bilgi/Durum
[GARAN] borsa banka işi zor,Genel Bilgi/Durum
[GARAN] Bankalar yükselmez ise kimseye rahat yok. Xbank dirençten döndükçe 3-5 spek disinda para kazanan olmayacak.,Risk ve Haber Analizi
"[GARAN] Arkadaşlar, fazla şikayet etmeyin! Mükemmele yakın performans sergilemiş! Bir yılda tamı tamına %10 getiri sağlamış.",Genel Bilgi/Durum
[GARAN] Bugüne kadar okadar yatırım yaptım ama senin kadar bir hisseden yatırım aracından tiksinmedim,Genel Bilgi/Durum
[GARAN] Bu borsaya yatırım yapılmaz gerçekten. Yazık cidden yazık.,Genel Bilgi/Durum
[GARAN] 138 anlık...Allah belanızı versin..,Genel Bilgi/Durum
"[GARAN] hafta sonu ,büyük market zincirlerinin kapanmasıyla ilgili çalışma başlatıldığı halde ,bim hissesi bile bu kadar düşmedi",Risk ve Haber Analizi
[GARAN] bu bankalara neler oluyor,Genel Bilgi/Durum
[GARAN] Zararına satıp gidiyorum.,Alım-Satım Niyeti
[GARAN] yarın artı +2 hep aynı senaryo,Piyasa Trend/Tahmin
[GARAN] TAHTANI SİLKELEYİM TAHTACI İSTERSEN 130 A DÜŞÜR SATMIYORUM........,Alım-Satım Niyeti
[GARAN] Her hafta bir bankayı sağlam içeri alıyorlar... muhtemelen 136 lira getirmek.,Hedef Fiyat Sorgulama
[GARAN] Garan da film koptu,Piyasa Trend/Tahmin
[GARAN] çok pahalı,Genel Bilgi/Durum
[GARAN] 138.70,Genel Bilgi/Durum
[GARAN] ulan kağıt gebermiş hala satıyorlar...alanı anlıyorumda satan niye sattığını bilmiyor ....,Genel Bilgi/Durum
[GARAN] Banka battı galiba,Genel Bilgi/Durum
[GARAN] böyle rezil kepaze bir hisse görmedim iyice saçmalamaya başladı artık,Genel Bilgi/Durum
"[GARAN] bloomberg ekonomi kanalında,enflasyon beklentisinin gerilediğini bas bas anlatıyorlar şu an..bankaların haline bak",Risk ve Haber Analizi
[GARAN] anlık 139.80..yazıklar olsun,Genel Bilgi/Durum
[GARAN] 139.30,Genel Bilgi/Durum
[GARAN] r e z a l e t......139.30,Genel Bilgi/Durum
[GARAN] Türk borsasında alımda satımda vergi bakım ücreti alıyor banka ve aracı kurumlar birde hisseler artmıyor,Genel Bilgi/Durum
[GARAN] Bir hisse her gün bir ileri iki geri yapar mı yaa,Genel Bilgi/Durum
[GARAN] 145 geçemedik geçenlerde 136 ya kadar gideriz,Hedef Fiyat Sorgulama
[GARAN] 138 i takip etçez. Ondan aşağısı olacak mı,Hedef Fiyat Sorgulama
[GARAN] Bu seans için kötünün iyisi denebilir. Diğer bankalar kadar düşüşe katılmadı ve hisseye para girişi var.,Risk ve Haber Analizi
"[GARAN] 1 yıldır aynı yerde say, işinize gelmeyip yok saydığınız yüksek enflasyon size pamuk olsun...",Genel Bilgi/Durum
[GARAN] Yarın BoFa Robotu çalışmaz sığ ve hacimsiz olur,Risk ve Haber Analizi
[GARAN] Burdan da alanda iyi cesaret var,Genel Bilgi/Durum
[GARAN] BIST30 un yüzde 80i iki yıl hatta 3 yıl önceki fiyatıyla aynı,Genel Bilgi/Durum
[GARAN] Ve ağırlıklı olarak ta bankofun oyuncağı olmuş. Birbirlerine paslayip dalga geçiyorlar yatırımcı ile bu gidişle olan yatırımcılar da kaçacak,Genel Bilgi/Durum
[GARAN] Spk bizim gibi izlemeye devam et sen,Genel Bilgi/Durum
[GARAN] Gerçekten adamlar koca kocs BIST30 hisseleti ile dalga geçiyorlar. Yazık borsaya yatırım yapanlara,Genel Bilgi/Durum
[GARAN] Parayı pul etti.Haram zehir zıkkım olsun.Maliyete geldiğimiz gibi kaçacağız.Yatırımcının ucunu bulursunuz,Alım-Satım Niyeti
[GARAN] 16400 e değmeden xbank yükseliş gelmez. 144 ü 3 kez denedi olmadı. Tüm banka hisseleri tavanına yakın. Biraz geri çekilmeleri lazım. Ytd,Piyasa Trend/Tahmin
[GARAN] Vaybe duygulandım. Önceden diğer banklardan daha çok düşerdii bunu da gördüm ya)))),Genel Bilgi/Durum
"[GARAN] evet ,iyi direndi...akbank %-2.2",Genel Bilgi/Durum
[GARAN] enflasyon muhasebesinin etkisi bankalara iyi olmayabilir.,Risk ve Haber Analizi
[GARAN] iyi direniyor aslında..bist bank +0.17. akbank -%0.70 düşüşte ..,Genel Bilgi/Durum
[GARAN] Züğürt tesellisi bunlar akbank kadar marj açtı mı ki utanmadan düşsün bi de,Genel Bilgi/Durum
[GARAN] Alım satım tarafında kimler var,Genel Bilgi/Durum
[GARAN] Gitmiyo ya gitmiyoooo,Genel Bilgi/Durum
[GARAN] oyak yatırım 156 TL hedef fiat vermiş,Hedef Fiyat Sorgulama
[GARAN] garanti bankasının şu an en az dip 160 olması lazım. baskılama var. amaç alttan toplamak.,Piyasa Trend/Tahmin
[GARAN] Xbank rezil bir ka pa nış yaptı. Umarım yarın tepki gelir. Yoksa 5 Ocak haftasına kadar takip etmeyeceğim. Edersem sinirlenir satarım.,Piyasa Trend/Tahmin
[GARAN] Günlük al sat yapanların sesi çıkıyor. Arkadaş bir iner 2 çıkar 3 iner 1 çıkar. Ne bu battık algısı yaratma gidin ya.,Genel Bilgi/Durum
[GARAN] Asgari ücret net rakam: 28 bin75,Risk ve Haber Analizi
[GARAN] televizyonda geçen alt yazının birenir aynısını yazdım..,Risk ve Haber Analizi
"[GARAN] bire bir aynısı inanın,CNN de böyle yazmışlar",Risk ve Haber Analizi
[GARAN] Boş geçen bir gün daha yine eksi yine aynı yine moral bozukluğu yine aynı hikaye,Genel Bilgi/Durum
[GARAN] Bankaların işi bitti Bundan sonra faiz 20 düşse bir çacık olmaz,Piyasa Trend/Tahmin
"[GARAN] Yeniden değerleme oranı yüzde 25,49 açıklandı yılbaşından sonra herşeye zam bizde 6 aydır 1 senedir geri geri gidiyoruz",Risk ve Haber Analizi
[GARAN] Yazıklar olsun böyle bir saçmalık görmedim tiksindim artık iyice... ilk fırsatta çıkacağım.,Alım-Satım Niyeti
[GARAN] endeks -0.17..bizim endeksle hareket eden avare -1.20.....ya sabır,Genel Bilgi/Durum
[GARAN] Altına baktıkça nasıl hissediyorsunuz ?,Genel Bilgi/Durum
"[GARAN] büyük ihtimalle ky daha önceden sattı rsi muhabbetine, satış gelir diye fiatlar da yukarı gitti,almaya da kimsenin eli gitmiyor,o yüzden mal yedirmek için uğraşıyorlar.",Piyasa Trend/Tahmin
[GARAN] Enflasyon düşüyor yine aynı faiz düşüyor... değişen hiçbir şey yok arkadaşlar olan hep küçük yatımcıya oluyor... en kısa zamanda vedalaşacağız.,Alım-Satım Niyeti
[GARAN] Yine aynı oyunlar yine aynı senaryo,Genel Bilgi/Durum
[GARAN] viopta şhortladım ya herru ya merru şu anlık iyi kar yazdı akbankıda şhortladım bu saatten sonra düşerler kanısındayım,Alım-Satım Niyeti
"[GARAN] perşembe,cuma da noelde avrupa borsası kapandı,yabancı yatırımcı yok diye düşer...düşmek için etkilenmediği hiç bir şey kalmadı",Risk ve Haber Analizi
[GARAN] Bende yabanci yokken yükselmesi daha mantikli olur. Yabanci gelince yukaridan alsin.,Piyasa Trend/Tahmin
"[GARAN] daha öncede yazmıştım,beni hiç yanıltmıyor bu hisse,biraz burnunu kaldırsa,satış yiyor..ciddi bir ivmeyle ardı ardına yükselmedi bi türlü..",Genel Bilgi/Durum
[GARAN] Ne zaman bu hisseye girsem pişmanlık yine yanıltmadı beni,Genel Bilgi/Durum
[GARAN] Alim satim yapan kimler. Görebilen varsa paylaşsın lütfen,Genel Bilgi/Durum
[GARAN] Teb Bankalara sinirli getiri seklinde rapor yayinladi. Ulaştirmaya yüksek getiri diyorlar. Ama portföy den THY çıkartıp yerine GARAN ve AKBANK ekliyorlar :),Risk ve Haber Analizi
[GARAN] Tam 7 aydır birlikteliğimizin sonuna geldik az önce.Gördüm ki beklentileri karşılamıyor ky ile oyuncak gibi oynuyorlar.,Alım-Satım Niyeti
[GARAN] Parayı pul ederek yükselmesi önemli değil kaldı ki düşüyor ve sürekli baskı altında,Genel Bilgi/Durum
[GARAN] bofa oynuyor sürekli 1 yükseliyor 2 düşüyor uzun kalmak zarara yol açıyor,Genel Bilgi/Durum
[GARAN] 150 civarından düşüşü çok sert oldu ve yine öyle olması muhtemel borsada baskı yüksek çünkü talep altında.170lerddn bahsedilirken 150de tepetaklak oldu,Genel Bilgi/Durum
[GARAN] Hayırlısı bakalım nasipte ne var. Ekleme yapayım mı yapmayayım diye kararsızim. Sadece bir parça bankacılık almıştım,Alım-Satım Niyeti
[GARAN] Ne dersin lion ekleme yapayım mı,Alım-Satım Niyeti
[GARAN] Elinde hiç banka yoksa... bence biraz almalisin. Varsa ekleme için yarini bekle.,Alım-Satım Niyeti
[GARAN] viop güne kırmızıyla başladı..anlık %-0.19. kar satışları var demek ki,Genel Bilgi/Durum
[GARAN] Ayın bitmesine 7 gün kaldı. Kırmız et dışında sorun yaratan bir ürün yok. 0.50 Aralık enflasyonu bağıra çağıra geliyor.,Risk ve Haber Analizi
[GARAN] Ben bu filmi çok kez gördüm çektim oynadım gençler...! 60 dan mal verdik 6 ayda 138 ü gördük...!!!,Alım-Satım Niyeti
"[GARAN] Bu arada 8-9₺ arası millet bankadan kaçarken aldık haaa 60 dan verdiğimiz malı 20 ayda 7,5 kat Allah bereket versin...!!! ;))",Alım-Satım Niyeti
[GARAN] 153'e yaklaştık ha siyah kuğu ortaya çıkar dedim. Ayrica geçmişe bakinca yakin zamanda 4 tane Salı gününde bankalar sert düştü.,Piyasa Trend/Tahmin
[GARAN] Bu kağıdın tahtacısı kim bunu bilen varsa paylaşabilir mi,Genel Bilgi/Durum
[GARAN] Xbank 16.907 ka pattı. Bofa bugün aldıklarını yarin vermezse Bankalar yeni bir sayfa açar.,Piyasa Trend/Tahmin
[GARAN] Maliyeti çok yüksek tahminim yarın vermez tabi yarına kadar siyasi bir olay olmazsa,Piyasa Trend/Tahmin
[GARAN] bankof ibişlik yapmazsa isctr hsric Yapı Kredi ve Akbanka göre hala yüzde 6 gibi zirvesinden uzak,Genel Bilgi/Durum
[GARAN] Ama şahsi fiktim bankacılık endexinde düşüş olursa bize özel olmayacak artık.ya hepsine birden yükseliş ya da hep birlikte düşüş olur artık.,Piyasa Trend/Tahmin
[GARAN] inşallah yükselişine yarın devam eder..,Piyasa Trend/Tahmin
[GARAN] Yine de iyi kapattı bence,Genel Bilgi/Durum
"[GARAN] 144 tl den kapandı , Bofa ; 3,30 milyon lot ile en çok alan, Deniz 1,84 milyon lot ile en çok satandı .",Genel Bilgi/Durum
[GARAN] Sadece bofanin maliyet düşürmesini bekliyoruz,Genel Bilgi/Durum
[GARAN] Alım satım yapan aracı kurumları gören arkadaşlar vardı. Ses verin ltf,Genel Bilgi/Durum
[GARAN] Bofa ve Ak aldi.. Deniz ve İş satti. Bofa tek başina 3.3 m lot aldı.,Genel Bilgi/Durum
[GARAN] 142.90 inine döndü gene,Genel Bilgi/Durum
[GARAN] LANETLİ KAĞIT,Genel Bilgi/Durum
[GARAN] Sadettin saran olayı var okan burukta işin içinde diyorlar eskort davası bile hisseyi etkiliyor ytd 😃,Risk ve Haber Analizi
"[GARAN] düşmezse rahat edemez zaten,illa düşcek",Piyasa Trend/Tahmin
[GARAN] anlık 143.30,Genel Bilgi/Durum
[GARAN] 7302 alış 5626 satış.....143.80,Genel Bilgi/Durum
[GARAN] Alan satan aracı kurumları da paylaşsaniz,Genel Bilgi/Durum
[GARAN] 6.540 alış...4.681 satış....niye düşer anlamadık,Genel Bilgi/Durum
[GARAN] 143.80....dansöz yaptılar kağıdı,Genel Bilgi/Durum
[GARAN] 145.....,Genel Bilgi/Durum
[GARAN] Xbank genel olarak yüksek garantiye özel bir durum yok ama olsun bu da iyidir,Genel Bilgi/Durum
[GARAN] Xbank 16800 üzeri seyrediyor bakalim ne olacak. Bende çok merak ettim,Genel Bilgi/Durum
[GARAN] 144.30,Genel Bilgi/Durum
[GARAN] 144.20,Genel Bilgi/Durum
[GARAN] 2474 alış...2627 satış,Genel Bilgi/Durum
[GARAN] 143.70 anlık,Genel Bilgi/Durum
[GARAN] AVUPA BBVA ALIM geri yapiyo ora yükselince burada yükselir ira düsünce buraa düsüyooo yaa cikincada bizahnet ciksindaaa herje kazansinnnn,Risk ve Haber Analizi
[GARAN] HADİ SATIN 143 olunca satarim diyenler görelimmmm....,Genel Bilgi/Durum
[GARAN] 2.187 alış..2.350 satış,Genel Bilgi/Durum
[GARAN] anlık 143.20,Genel Bilgi/Durum
[GARAN] inşallah alım öne geçer..,Piyasa Trend/Tahmin
[GARAN] alım satım başabaş an itibarıyla,Genel Bilgi/Durum
[GARAN] biz %2 artıları unuttuk kırmızı kapamasın diye uğraşır olduk,Genel Bilgi/Durum
"[GARAN] bu forumda bi beyefendi &quot;bazı arkadaşlar çok karamsar yorumlar yapıyor, bu hisse 114 lerden 142 ye geldi &quot;diye yazmış.. iyide 114 lerede tepeden düşmüştü..",Genel Bilgi/Durum
[GARAN] Sabır edersen kazanırsın burası sabırlı olma yeridir al sat yaparsan sitrese girersin kaybedersen,Genel Bilgi/Durum
[GARAN] Alan satan kim paylaşım yapabilen varsa,Genel Bilgi/Durum
[GARAN] nefret ediyorum bu hisseden,Genel Bilgi/Durum
"[GARAN] muthis baski var bu nedir,ya",Genel Bilgi/Durum
[GARAN] yükselmesine izin verilmiyor bi türlü..biraz gitmeye başladın hemen düşüşe geçiyor... bi türlü yükseliş trendine giremedi,Genel Bilgi/Durum
[GARAN] viop güne pozitif başladı..cuma günü en çok bu hisse düştü inşallah bu hafta da en çok bu hisse artar,Piyasa Trend/Tahmin
[GARAN] is today the day ???,Hedef Fiyat Sorgulama
[GARAN] Biraz düşecek ki bizde geri alım yapalım arkadaşlar hep bize hep bize olmaz 😅,Alım-Satım Niyeti
[GARAN] Hafta sonu çok kötü geçiyor. Haberleri ve ortamı hiç sevmedim.,Risk ve Haber Analizi
[GARAN] bu ayki enflasyon veririsi 0.50 nin altında gelecek borsa yıl sonu 12 bin üstü kapanış bekleniyor 12.340 ları zorlayacak gibi,Piyasa Trend/Tahmin
[GARAN] sermayesinin 20 katı karı var temettüğü verir daha bir ay önce 115.4 şimdi 142 tl çok güzel grafikleri,Genel Bilgi/Durum
[GARAN] önümüzdeki hafta bankalarda kâr realizasyonu yapacaklarını tuprasta kâr realizasyonuna devam edeceklerini dusunuyorum.,Piyasa Trend/Tahmin
[GARAN] Karanlık oda da olanlar fon düzenlemesiydi. Bazi hisselerin ağirliklari artti bazilarinin düştü.,Risk ve Haber Analizi
[GARAN] bankacilik konusunda 16.800'ü gecmedikçe 15.250'ye kadar inme ihtimali güçleniyor. Bu durum %8-10 düşüş demek.,Piyasa Trend/Tahmin
[GARAN] Ama bu düşüş olursa dönüsü de hizli olacaktir. Bakalim aşağı gidecekse Pazartesi artik kararini verir.,Piyasa Trend/Tahmin
[GARAN] Ay sonu kapanış tahminlerini alalım.?,Piyasa Trend/Tahmin
[GARAN] 5 Ocak seans sonu 154 lira.,Hedef Fiyat Sorgulama
[GARAN] garantiyi pazarladılar akbank ve yapi krediyi aldılar. biz de sazan gibi garantiye.atladık.,Alım-Satım Niyeti
"[GARAN] evet,ben de atladım..kârı geçtim,zararı gidersem yetcek,o hale geldik",Alım-Satım Niyeti
[GARAN] Aralık enflasyon beklentisi 0.50 civarina geldi. Yukari kopartması icin elimizde bir sebep var bakalim.,Piyasa Trend/Tahmin
[GARAN] Bofayla inatlaşan hissenin sonu.,Genel Bilgi/Durum
"[GARAN] BBVA, 3,96 milyar euro (4,6 milyar dolar) büyüklüğündeki hisse geri alım programı için Avrupa Merkez Bankası’ndan onay aldı. Programın ilk aşaması 22 Aralık’ta başlayacak.",Risk ve Haber Analizi
[GARAN] hisse geri alım Türkiyede değil avrupa iştiraki ile ilgili..insanları yanıltmayalım.....,Risk ve Haber Analizi
"[GARAN] ne endex dinler oldu ne grafik,ne faiz indirimi ,ne teknik analiz,biraz çıkmaya çalışsa ertesi gün Bofa dan sert satış görüyor..",Genel Bilgi/Durum
[GARAN] PAZARTESİ sabahhhh GERİ ALIM BAŞLIYOOO. ileriiiii uzundaaaa hefefff 250........,Hedef Fiyat Sorgulama
[GARAN] Fireks habere gir oku saat 10.08de varr geri alim haberii...,Risk ve Haber Analizi
[GARAN] bbva bizim turkiyedeki banka sahibi geri alim yapinca bizide etkiler yurt dışı düşünce etkiliyodaa geri alım yapip yüksrlinde NİYE etkikemesinnn kiiiii....,Risk ve Haber Analizi
[GARAN] Biraz sallandı ama yıkılmadı. Kapanışı 144 üstü yaparsa şaşırmam. Fiyat zirvesine göre hala çok geride…,Piyasa Trend/Tahmin
[GARAN] Şahsen maliyete gelince hepimiz kaçacağız.Faizle kıyaslayın bakın ülkenin en büyük bankasını kim kazanmış kim kaybetmiş.,Alım-Satım Niyeti
[GARAN] BBVA 3.96 milyar eroluk geri alim yapacakkk baslama tarih 22 aralik... FOREKS HABER SAAT.10.08 deeee okuyunnnnn......,Risk ve Haber Analizi
[GARAN] 165 hedef vermişlerdi nerde o eski hedefler.,Hedef Fiyat Sorgulama
[GARAN] 2026 sonu ancak,Piyasa Trend/Tahmin
[GARAN] bnce 2028,Piyasa Trend/Tahmin
[GARAN] Spek alın garan almayın değerine falanda bakmayın bakalım alacak yatırımcı bulabilecek mi,Genel Bilgi/Durum
[GARAN] sermayesi 4.2000 karı 84.00000 daha ne olmasını istiyorsun bir ay önce 115.4 kuruştu şimdi 142.000 daha ne olması lazım sabır et,Genel Bilgi/Durum
[GARAN] Son 2 ayda 50 kere 144 geliyor geri çekiliyor bu nedir,Genel Bilgi/Durum
"[GARAN] bu nedir ya hakkaten..akbank,aselsan vb aldı yürüdü bu düştükçe düşüyor..",Genel Bilgi/Durum
[GARAN] Xbank 16.800 üzerine atarsa üzerinde kaldiği her saat pozisyon arttiracağim.,Alım-Satım Niyeti
