text,label
[KCHOL] algici zararın çok dimi aldirtmaya çalışıyorsun hissesiyi ama bilmiyor sunn 6 güne 150 TL düşecek,Piyasa Trend/Tahmin
[KCHOL] Geliyor gelmekte olan,Piyasa Trend/Tahmin
[KCHOL] Bugün +5 olacak like attın görüşürüz,Piyasa Trend/Tahmin
[KCHOL] aselsana geçiyorum hoşçakalın ytd,Alım-Satım Niyeti
"[KCHOL] Maliyetim 176,30 TL maalesef...",Genel Bilgi/Durum
[KCHOL] bugün %1 verirse 1 hafta alır artık,Piyasa Trend/Tahmin
[KCHOL] uzak dur savas canları calarken havayolu sirketleri alınmaz,Risk ve Haber Analizi
[KCHOL] bu nasıl bir tezgah sözde yabancı üç hafta dir mal alıyor,Risk ve Haber Analizi
[KCHOL] Bu kağıda girecek olacak düşünen varsa 1000 kere daha düşünsün gidin altin gümüş alın daha iyi,Piyasa Trend/Tahmin
[KCHOL] her yükseliş satış yapıyorlar bnlr bize ekmek yedirmez arkadaşlar.,Genel Bilgi/Durum
[KCHOL] 167.70 alındı,Alım-Satım Niyeti
[KCHOL] yatırım şirketleri ky avına çıkmışlar hedefler hep hikaye,Genel Bilgi/Durum
[KCHOL] 2 yıldır paramız pul oldu şirketin umrunda değil,Genel Bilgi/Durum
[KCHOL] Gedik291 hedef veriyor .))) Tacirler 294 oyak 272,Hedef Fiyat Sorgulama
[KCHOL] 200u görürse öpüp başımıza koymaz,Hedef Fiyat Sorgulama
"[KCHOL] SPK uyuyor yada bilerek mi uyuyor acaba, yanıltıcı fiyat nedeniyle işlem yapılması gerekir.",Genel Bilgi/Durum
[KCHOL] iyiki satmışım seni 3 hafta oldu hiç yükselmemiş hep düşmüş,Alım-Satım Niyeti
[KCHOL] Bunlar bizlerin faizsiz parası ile para kazandı... küçük yatırımcıyı bu h...... sızlara peşkeş çekti.,Genel Bilgi/Durum
[KCHOL] gidişatın sonu bence yatırım diye herkes altına yoneliyor sonra çok ararsınız,Piyasa Trend/Tahmin
[KCHOL] Bunlarda soyuyorsa herkes soyuyor demektir.,Genel Bilgi/Durum
"[KCHOL] altın yükseliyi koc düşüyi, altın düşüyi, koc yine düşüyi, ula noliyii",Genel Bilgi/Durum
[KCHOL] Koskoca Koç holding düştüğü duruma bak,Genel Bilgi/Durum
[KCHOL] bunun holding olduğuna eminmiyiz arçelik zarar etmiş holding değil,Genel Bilgi/Durum
[KCHOL] yazıklar olsun tera her ne haltsa bundan daha iyi yaa,Genel Bilgi/Durum
[KCHOL] Koçun vaşakları bile yatırımcının elinde kaldığı bir borsamız var,Genel Bilgi/Durum
"[KCHOL] %71.91 getiri potansiyeli var . Ortalama fiyat tahmini : 287,26 ₺. Enyüksek hedef fiyat 333TL.",Hedef Fiyat Sorgulama
[KCHOL] vayy be şu rezalet e bak,Genel Bilgi/Durum
[KCHOL] Batmış bu,Genel Bilgi/Durum
[KCHOL] yaprağı yedi 150 den alınır,Hedef Fiyat Sorgulama
[KCHOL] 166.40 %1.5 düştü allahsız kitapsız,Genel Bilgi/Durum
"[KCHOL] 166,60 TL düştükçe düşüyor...",Genel Bilgi/Durum
"[KCHOL] 176,30 TL maliyet...",Genel Bilgi/Durum
[KCHOL] demedimmi ibrahim bist 30 büyük satıs gelecek diye )),Piyasa Trend/Tahmin
[KCHOL] Aa aa kk senin doymadın düşmeye be,Genel Bilgi/Durum
[BIST100] ekrandaki kaşar üstadlsr christmas rallisi diye vatandaşı borsaya çekti.sonuç 20 cm christmas sosisi.,Genel Bilgi/Durum
[KCHOL] 765 milyar borcu varmış vay be,Risk ve Haber Analizi
[KCHOL] Parayı 2 ye katlayacakken - %10 la zarar üstüne zarar ettik….. 200 üstüne atarsa belki biraz yürür,Hedef Fiyat Sorgulama
[KCHOL] istersen ev değilde altınla hesaplasak o daha çok yükseldi.,Genel Bilgi/Durum
[KCHOL] dolar ve euro baskı altında biryerde bu ip kopacak o zamana kadar bekleyeceğim,Alım-Satım Niyeti
[KCHOL] borsaya girip yarım daire parasını 200 bine dusurmk.,Genel Bilgi/Durum
[KCHOL] 2 yıldır düşüşte herkesi mahvetti enflasyon filan 2 senedeki kayıp büyük,Genel Bilgi/Durum
[KCHOL] Sürüngen,Genel Bilgi/Durum
[KCHOL] geçen sene 6 lira civarı temettü vermiştin. bu sene de senden kallavi temettü bekliyoruz.,Risk ve Haber Analizi
[KCHOL] Koskoca bir yıl boşa zaman ve para kaybettik,Genel Bilgi/Durum
"[BIST100] Pazartesi borsa taban yer artık, Rusya kıevi bombalıyor",Risk ve Haber Analizi
[BIST100] manipülasyon yapma. Adamlar belli noktalara haftada iki üç adet füze atıyor zaten,Risk ve Haber Analizi
[BIST100] yıl sonu endeks 12.000 de kapatırsa şaşırmam ytd,Piyasa Trend/Tahmin
[BIST100] Geliyor gelmekte olan...,Piyasa Trend/Tahmin
[BIST100] bofa istesin 3 günde 130 düşer bu rası,Piyasa Trend/Tahmin
[BIST100] Bofa satsa ne olur. Dönüp dolaşıp gelip. Seve seve alacak.,Piyasa Trend/Tahmin
[KCHOL] 1 yıllık grafik sürekli aynı şeyimi veriyor hala ateşleme bölgesi bilmem ne zaman,Genel Bilgi/Durum
[KCHOL] hem derindeyiz hem de 168'e tutunmuşuz az önce 1 yıllık grafiğe baktım da,Genel Bilgi/Durum
[KCHOL] 168 kanalı tutundu!,Hedef Fiyat Sorgulama
[KCHOL] Tımar sahibi kendini bilir Atıda!,Genel Bilgi/Durum
[KCHOL] tımarlanmış at kaç kez tımarlandık!,Genel Bilgi/Durum
[KCHOL] bofa teranın tahtalarında hiç bir halt edemiyor helal sana tera,Risk ve Haber Analizi
[KCHOL] 167 den tepki verdi keşke ekleseydik pazartesi sanırım yön yukarı olacak.,Piyasa Trend/Tahmin
[KCHOL] amiral gemisi imiş uçacakmış kaçacakmış resmen herkes içerde yan tahtalar bile uçtu gitti,Genel Bilgi/Durum
[KCHOL] Bofa varsa soygun vardır,Genel Bilgi/Durum
[BIST100] Peker çok gidecek,Piyasa Trend/Tahmin
[KCHOL] Ne amirali imiş bu bilen varmı ??,Genel Bilgi/Durum
[KCHOL] Baskılama devam ediyor sanki 155 lere düşecek diye düşünüyorum,Hedef Fiyat Sorgulama
[BIST100] borsa faiz indirimini fiyatlıyor alın size noel rallisi)),Risk ve Haber Analizi
[KCHOL] BofA tek başına %41 satış payıyla başrolde. Karşısında ise INFO ve Deniz savunmada.,Risk ve Haber Analizi
[KCHOL] bofa nerde varsa orda soygun var,Genel Bilgi/Durum
[KCHOL] Bu yolun çıkışı yok,Genel Bilgi/Durum
"[KCHOL] Eee tabi zengin başka nasıl zengin olur, çok laf yalansız, çok mal haramsız olmaz!",Genel Bilgi/Durum
[KCHOL] 2 gün önce 170' in üzerine çıkınca yeni kurbanlarını buldu.,Genel Bilgi/Durum
"[KCHOL] Kötü Günler Geride Kaldı, Şimdi Daha Kötü Günlerde Sıra ...",Piyasa Trend/Tahmin
[KCHOL] 11500 olunca yükseliş yok Endex düşünce hızlı en önde düşüyor,Genel Bilgi/Durum
[KCHOL] Rezalet,Genel Bilgi/Durum
[KCHOL] yapı kredi bile satıcı tarafta ulan aşağılık lar bari kendi holdinginize destek atın.,Genel Bilgi/Durum
[KCHOL] Alım satım yapan kimler,Genel Bilgi/Durum
[KCHOL] çöp olmuş artık,Genel Bilgi/Durum
[KCHOL] koç kendi satıyor kendi alıyor... yurt dışı aracı kurumlar üzerinden. yıllardır aynı tezgah.,Risk ve Haber Analizi
[KCHOL] yuh be sağlam diye buna para bağladık zarar,Genel Bilgi/Durum
[KCHOL] te yı 5 dakika 172 de tuttular tekrar 172 e çekti,Genel Bilgi/Durum
"[KCHOL] Mayıs 2024 de 8 dolar olan hisseye 3.5-4 dolara ortak olup, ağlamak için nasıl bir kafa yapısına sahip olunmalı",Genel Bilgi/Durum
[KCHOL] yazıklar olsun buna amiral gemisi diyorlar yaaa bu taka bile değilki,Genel Bilgi/Durum
[KCHOL] bugun yaptıgını yarında yaparsa 168 hayrlı olsun,Hedef Fiyat Sorgulama
[BIST100] Bofa yoksa Bıst te yok bunu da gördük,Genel Bilgi/Durum
"[KCHOL] resmen moka battik ,resmen al sata döndü ,yatırım bunun neresinde",Genel Bilgi/Durum
[KCHOL] BOFA abisi olmadan anca bu kadar,Genel Bilgi/Durum
[KCHOL] 275 hedef fiyat önerilen hisseye bakın nasıl ralli yapıyor bayır aşağı))),Hedef Fiyat Sorgulama
[KCHOL] bofanin yaptığını yerli yapıyor şimdi. yabancı yabancı demenin birnmantigi yok,Risk ve Haber Analizi
[KCHOL] Dün verdiğini Bugün alır işte öyle bir hisse !!!,Genel Bilgi/Durum
[BIST100] endeksin gidipte endeks hisselerinin gitmemesinin... ya 2026 da savas cıkacak yada bilinçli düsürecekler,Risk ve Haber Analizi
[BIST100] endeksi yükselten yan tahtalar mi?,Genel Bilgi/Durum
[BIST100] yan tahtaların tavan yapmasi bazen aselsanin bimin devreye girmesi endeks muhendisliği yapiyorlar,Risk ve Haber Analizi
[BIST100] bundan sonra endeks 13000 yapsa bu 200 yapar)),Hedef Fiyat Sorgulama
[KCHOL] alan satan kim acaba ?,Genel Bilgi/Durum
[KCHOL] Yahu en dandik spekler yeşil amiral gemileri batıyor şaka gibi yeminle,Genel Bilgi/Durum
[BIST100] BOFA OLMAYINCA HACİMDE YOK,Risk ve Haber Analizi
"[BIST100] BİST 30 endeksine bakın, sadece koç ve sabancı düşüyor shuan.",Genel Bilgi/Durum
[KCHOL] koç holding dolar karşılığı 4.04 dolar Amerika'da bundan daha ucuz ve daha iyi artış yapabilecek şirketler varken,Genel Bilgi/Durum
[KCHOL] 180 i geçmeliydi şu an,Hedef Fiyat Sorgulama
[KCHOL] bistin amiral gemisi ky ları resmen dürtüklüyor,Genel Bilgi/Durum
[KCHOL] 11500 ler geldi biz halen aynı yerde sayıyoruz,Genel Bilgi/Durum
[KCHOL] Endex kaç olursa olsun yemin etmiş koç 160 ve 170 arası oyalanacağım,Hedef Fiyat Sorgulama
[KCHOL] Bi yükseltin şunu artık yeter da,Genel Bilgi/Durum
[BIST100] ky güvenle aldığı önemli şirketlerin yükselmemesi tesadüf değil... 2026 savasın yılı olacak,Risk ve Haber Analizi
[BIST100] Endeks yüksekken yükselmicekse ne zaman aga bilen var mı?,Genel Bilgi/Durum
[KCHOL] Dün 172lerden verdiğimi tekrar aldım. Enflasyon muhasebesinin kalkması en çok holdinglere yarayacak,Alım-Satım Niyeti
[KCHOL] 172.40,Genel Bilgi/Durum
[KCHOL] 173.50,Genel Bilgi/Durum
[KCHOL] Bugün bofa işlem yapmıyor benim bildiğim.,Risk ve Haber Analizi
[KCHOL] bugün 173 geçseydi satacaktim. son dakikalarda geri saldı.,Alım-Satım Niyeti
[KCHOL] Koç yarın tavan kokoyinci tutuklanmış,Risk ve Haber Analizi
[KCHOL] Başarının Sırrı dün kalktı enflasyon muhasebesi,Risk ve Haber Analizi
[KCHOL] yarın yükselir inş,Piyasa Trend/Tahmin
[KCHOL] dünkü mevzu bambaşka... Bu akşam ki meclisten geçen ise genel zaten,Risk ve Haber Analizi
[KCHOL] Sadettin saran olayı Ali Koç için başkanlık yolunu açmak koç hisseleri yürür.,Risk ve Haber Analizi
[KCHOL] ali koç açıklama yaptı kendi başkanlığım söz konuwu değil diye,Risk ve Haber Analizi
[KCHOL] Enflasyon muhasebesinin 3yil erteleme kararının mecliste kabul edilmesi holdinglere pozitif yaradı,Risk ve Haber Analizi
"[KCHOL] bu koç için kâr'nın yğksek göstermesi demek, tabi buda çok güçlü olumlu etki yaratır",Risk ve Haber Analizi
[KCHOL] Güzel bir yükselişin eşiğindeyiz,Piyasa Trend/Tahmin
[KCHOL] 155 bekleyen çok bilmişler buradamı?,Hedef Fiyat Sorgulama
[KCHOL] Yapı Kredi Bankasını yada başka büyük bir şirketini yabancilara satıyorum deyinde hisse uçuşa geçsin.,Risk ve Haber Analizi
[KCHOL] ah o yapı kredi 2024 martta 37.90 dan aldım 2025 temmuzda 35 ten sattım,Alım-Satım Niyeti
[KCHOL] bayram degil seyran degil noldu buna bianda ? neden yükseldi arkadaşlar ? kaçı görür bu hafta acaba,Hedef Fiyat Sorgulama
"[KCHOL] Gel Gel yapıyor. Denize olta atarsın, arada bir oltayı oynatırsın, balık atlasın diye ! Yani haftaya bammm bammm...",Piyasa Trend/Tahmin
[KCHOL] maliyete geldim ben aslında 172 den girmiştim çıkmayı düşünüyordum ama 175 gelirmi acaba bu hafta,Hedef Fiyat Sorgulama
"[KCHOL] Sonay Karaağaç Emin ol buradaki çoğu insanda senin gibi düşünüyor ve düşünerek geldi. Yatırım tavsiyesi değildir, fakat altın, gümüş yada faizi değerlendir, param çok değer kazanmasın ama enflasyonada yenilmesin diyorsan dövizi değerlendir ama ben bir yıl beklerim diyorsan tavsiye ederim, aksi halde kumar olur.",Piyasa Trend/Tahmin
[KCHOL] nerde duracak bakalim,Genel Bilgi/Durum
[KCHOL] Sanırım maliyet muhasebesi 3 yıl erteme haberi ile ilgili.,Risk ve Haber Analizi
[KCHOL] KAP HABERI MI VAR .?,Risk ve Haber Analizi
"[KCHOL] Onur Kılıç hayır, haberlerde gördüm.",Risk ve Haber Analizi
[KCHOL] ne oluyor gercekten surekli yuksek lot alımlar yapıyorlar,Genel Bilgi/Durum
[KCHOL] Yıl sonu gel geli,Piyasa Trend/Tahmin
[KCHOL] Bank Of yıne aldı,Genel Bilgi/Durum
[KCHOL] Ne oldu buna? Bayram değil seyran değil,Genel Bilgi/Durum
[KCHOL] şükürler olsun cok ıyı gıdıyor,Genel Bilgi/Durum
"[KCHOL] alimlar 3.7 milyon adet önde ,korkup satanların vebali laneti üzerinize olsun",Genel Bilgi/Durum
[KCHOL] bugun nasıl kapatacagı onemlı 171.50-172 kapatırsa guzel olur hıc olmazsa pıyasaya gore vuma gunune 175 kapatırız,Piyasa Trend/Tahmin
[KCHOL] Güven bitti. Bugün aldığını yarın satıp tekrar -3 -4 yaptırmayacağı ne malum... Tepki vermişken ben çıktım . Yakında ellerindeki malı boşaltacak ky de kalmaz birbirlerine kitlemeye çalışırlar zaten... ytd.,Alım-Satım Niyeti
[KCHOL] ky kalmayınca gidecek zaten,Piyasa Trend/Tahmin
[KCHOL] BOFA hisseyi parmağında oynatıyor,Genel Bilgi/Durum
[KCHOL] Alım tarafına mi geçti,Genel Bilgi/Durum
[KCHOL] 100 de yüz kazandirma potansiyeli oluşmuşken neden sataim çok ucuzken bundan sonra yüzümüzü güldürecegine eminim,Alım-Satım Niyeti
[KCHOL] Aracı kurumlar hedef fiyat açıklarsa bundan sonra o hisseden uzak duracam resmen niyetleri bizi çarpmak almadıkları bi donumuz kaldı,Alım-Satım Niyeti
"[KCHOL] Borsadan anlıyorum diyen komik adamlar şimdi buna diskike atar, eleştirir, ama bi gerçek var, bakınn bazıları halen kabullenmiş deyil. Bugün, şuan bist30,50,100 endekisi %1'e yakın değer kazandı, bist30 daki 30 en iyi kağıtın 7 ' si kırmızı diğerleri 23 ü yeşil yakıyor. Genel endeks yukarı çıkıyor, bu kağıt yani KCHOL ya paralel yada aşşağı ilerliyor, aracı kurumlar halen 200, 300 tllerde fiyat veriyor, hepsi bir suçlu yanlış yönlendirme yapıp insanları tuzağa çekiyor. Bunda bir ANORMALLİK, HİLE var. Bazıları halen herşeyin normal seyrinde gittiğini düşünüyor. HAKKIMIZI ARAYALIM, YASAL YOLLARI TAKİP EDELİM !!!",Genel Bilgi/Durum
[KCHOL] Ben beğendim yazını bu hisseye al sat yapayım diye dün aldım endeks tepki verdi bu nötr 169 a gelmeden çok ciddi satış yiyor. Bugün yarın komisyonu çıkarayım satacağım malesef. Ben beğenmedim bu hisseyi çok oyalar gibime geliyor yatırımcısını.,Alım-Satım Niyeti
"[KCHOL] bir temettü verdi ,sonra perişan etti milelti. yıl oldu oe di yıl oldu ,",Genel Bilgi/Durum
"[KCHOL] endeks 11500 oldu ,bu 167. hedef 300 kern,bu nasıl bir kepazelik ,her hisse 52 hafta zirvesini geçti ,Türkiye'nin tek başına yüzde 10 vergi yükü bunda ,demekkki para kazanıyor ,biz niye bu haldeyiz ,Allah sizi en sevdiklerinizle sinasin ,benim çocuğumun rızkını aldinjz ,yıllar oldu",Genel Bilgi/Durum
[KCHOL] Gökhan sabırlı olmanı tavsiye ederim. Tercihin doğru. Her şirket ederine eninde sonunda gelir.,Piyasa Trend/Tahmin
[KCHOL] Yon asağı yilmaz turan,Piyasa Trend/Tahmin
"[KCHOL] Holding duvar, yatırımcıyıda duvara dayanmış ağlıyor hale getirdiler.Aglama duvarı oldu koca holding . Ytd",Genel Bilgi/Durum
[KCHOL] 145 150 ye alınır,Hedef Fiyat Sorgulama
"[KCHOL] alan da satanda aynı oe di ,araya aldığı ky öpme derdine düşmüşler ,Allah burnunuzdanngetirsin xyeter yeter",Genel Bilgi/Durum
"[KCHOL] alımlar önde ama nafile SPK Allah seni bildigi gibi yapsın ,",Genel Bilgi/Durum
"[KCHOL] Arçelik artı 2 ,bu oe di hasta etti bizi",Genel Bilgi/Durum
[KCHOL] düş hadi düş tamam anlaşıldı bugün de kırmızı,Piyasa Trend/Tahmin
[KCHOL] Koç musun moc musun yoksa bok musun nedir bu ya . Türkiye'nin en büyük holdingi dedik güvendik hissesini aldık. Aldığımız günden bu yana zarardayiz 2 yıl oldu. Altın yada gümüş alsaydık paramızı 4-5 ki katlamistik. Millet artık borsaya zor döner. Çünkü güven ve istikrar yok ülkede. Yabancı gelmez.,Genel Bilgi/Durum
"[KCHOL] ulan oe ları ,nedir derdiniz ,iflas mı ettiniz ,nedir bu düşmanlığının yatirimciniza",Genel Bilgi/Durum
[KCHOL] Neden hâlâ bu hissedesiniz beni çok şaşırtıyor bu,Genel Bilgi/Durum
[KCHOL] Yarın fena yırttılar 163 görebiliriz.ytd,Piyasa Trend/Tahmin
[KCHOL] Koç u moç u yok borsanın yatırımcıyı yakalayan elşne veriyor bekle şimdi diyorlar,Genel Bilgi/Durum
[KCHOL] 2024 aralık ayında kchol 190 TL 2025 aralık168 para maliyetinide ekleyin sadece borsa kaybımız _%50 2026 aralıkta kchol380 olursa paramız kurtulur.Olurmu olur diyorsan borsada kal,Hedef Fiyat Sorgulama
[KCHOL] Arçelik zarar açıkladıysa o hisse düşer buda bir miktar düşebilir anlarız bu ondan fazla tepki veriyor çok yazıkk,Risk ve Haber Analizi
[KCHOL] Bu seviyeler destek seviyeleri diye bugün aldım desteği de gösterdi ama inşallah tepkisinide gösterir. Endekste izin verirse inşallah.,Alım-Satım Niyeti
[KCHOL] enflasyona karşı paramızı eritti koç yazıklar olsun,Genel Bilgi/Durum
[KCHOL] karanlıkta iyi sattı oe ları,Genel Bilgi/Durum
[KCHOL] Küçük yatırımcıyı öyle bir bezdirdilerki maliyetine gelen borsadan kaçacak yatırımcı sayısı iyice düşecek yolacak kaz bulamayınca birbirlerini yolarlar herhalde,Piyasa Trend/Tahmin
[KCHOL] Ky gitti gun 10 tavan çektirirler merak etme onlar da onu istiyor zaten,Piyasa Trend/Tahmin
[KCHOL] sabah ve dün yazdım borsada büyük düşüşler olacak diye özellikle bist 30 endeks kağıtlarında dedim bu arada yarın düşüşler devam edecek bilginize)),Piyasa Trend/Tahmin
[KCHOL] uyarıyorum milleti en azından ne zaman alacaklarını bilsinler,Piyasa Trend/Tahmin
"[KCHOL] PSGYO'da tahsisli bitti. Belirsizlik kalktı, yukarı hareket her an başlayabilir arkadaşlar..",Risk ve Haber Analizi
[KCHOL] bugün 170 üstüne atarmı acaba,Hedef Fiyat Sorgulama
[KCHOL] bugun atmaz cuma gunu atarsa sukur,Piyasa Trend/Tahmin
[KCHOL] yuklu alım olursa atar yoksa dort asagıya bır yukarıya gıdıp gelır,Piyasa Trend/Tahmin
[KCHOL] düşerken şelale çıkarken kağnı arabası,Genel Bilgi/Durum
[KCHOL] Boynuzları ağır geliyordur belkide ortak.,Genel Bilgi/Durum
[KCHOL] Kçımıza kaçtı o boynuzlar,Genel Bilgi/Durum
[KCHOL] ne ayıppp yaaa yazıklar olsunn,Genel Bilgi/Durum
[KCHOL] param olsa daha da alırım,Alım-Satım Niyeti
[KCHOL] Bu fiyattan alınır mı??),Alım-Satım Niyeti
[KCHOL] Kararı verecek olan sensin. Ben bu sabah ne var ne yok aldım. Al beni diyordu kıramadım. Ya nasip.,Alım-Satım Niyeti
[KCHOL] Kur degerini baskilayan %60 kredi faizi alan,Risk ve Haber Analizi
[KCHOL] Beyler belirsizlik donemi hisse alinmaz.Bekleyecegiz,Alım-Satım Niyeti
[KCHOL] Uzun vadede guc kazanacaktir. Kimimiz var başka?,Piyasa Trend/Tahmin
[KCHOL] Adamlar yatirimda yakalandi zarar etti banka kredi faizi halen yuksek birileri gibi Cin e satamaz iktidar da karsilarinda en dogrusunu yaptilar,Risk ve Haber Analizi
[KCHOL] Malıniza sahip cikin iki gunde zengin olamazsiniz bununla ss bekleyeceksiniz,Genel Bilgi/Durum
[KCHOL] dün sabah aldım almaz olaydım lanet olsun,Alım-Satım Niyeti
[KCHOL] ülke battı galiba spek hisseden de kötü oldu kchol hiç yakışmadı zarar eden arçelikse arçelik düşer sizin pnlarca kar eden diğer kuruluşlarınız var bu nedir şimdi yuhhh artık,Risk ve Haber Analizi
"[KCHOL] satışlar 500 bin adet önde ,yine de düşüyor ,robotlara fiyat girilmiş ,milleti dogruyorlar ondan sonra yatırımcı ilişkileri oe di ,gerek görülmüştür diye cevap yapsın ,oe di arcsligi geç ,167 TL nedir endeks 11500 Ken,Allah sizi perişan etsin",Genel Bilgi/Durum
"[KCHOL] tamamiyle manipüle ediliyoruz ,Koç'un düz mantıkta hanesinden 5.2 milayr ciksada arceligin hanesine 5.2 milyar girecek ,sağ cepten sol cebe ,koca yazılacak ,yazıklar olsun ,Allah en sevdiklarin8zden cikarsin , bitirdiniz milleti oe ları 167 ne dir. hasta oldum hasta",Risk ve Haber Analizi
[KCHOL] akşama büyük satışlar geliyor özellikle endeks kağıtlarında olacak,Piyasa Trend/Tahmin
"[KCHOL] koç daha ne düşecek zaten 168 lira , Endeks 11300 anlamadım valla.",Genel Bilgi/Durum
[KCHOL] Bu niye düşüyor ? bi sebebi olmalı değil mi ? Endeksten çok düşüyor.,Genel Bilgi/Durum
[KCHOL] koç alıp zarar edilen bir dönem olmuştur ama sonuç hep kâr ile bitmiştir. ağzında emzik ile hisse senedi alınmaz!,Genel Bilgi/Durum
"[KCHOL] bankaların getirisi yüzde 30-40 1 ayda aldılar nerdeyse bu oe dinin yüzde 100 ,yüzde 10 geri gitti ,tezgaha bak tezgaha",Genel Bilgi/Durum
[KCHOL] Bugün yeşil görmez ytd,Piyasa Trend/Tahmin
[KCHOL] Bist düşerken onunla yatay hareket eder bist artarken yatay hareketi hiç etmez,Piyasa Trend/Tahmin
[KCHOL] Bu Arçelik mevzusundan dolayı satış geliyor zaten koç holding’in her zaman 220 TL civarlarında olması gerektiği söylenir ama her zamanda da 150 ila 190 bandı arasında döner durur,Hedef Fiyat Sorgulama
[KCHOL] Yılbaşı öncesi ralli olacak borsa uçacak diye algı yaptılar malı kitleyip aşağı bastılar borsada durum bu,Piyasa Trend/Tahmin
[KCHOL] 2 yıldır tüm hislerden soyulduk altın almadık para çöp oldu elimizdeki kalan çöpte bahanelerle çöpün çöpü olacak Ufak bir savaş olursa birçok şirket Batar millet bahane edecek şeyler arıyor,Risk ve Haber Analizi
"[KCHOL] resmen tezgaha geldik ,oe di düşmesi bile film ile oluyor ,fiyata bak. ucuz diye diye ky bitirdi oe ları",Genel Bilgi/Durum
[KCHOL] Düşşş aa aa kadar düşş,Genel Bilgi/Durum
[KCHOL] dün aldım bıtcoin almış gibiyim,Alım-Satım Niyeti
[KCHOL] resmen soyulduk,Genel Bilgi/Durum
[KCHOL] dün yazdım borsa salı ve carsambada dusecek)),Piyasa Trend/Tahmin
[KCHOL] Koçzade mi Koçzede mi,Genel Bilgi/Durum
